field_id,lon,lat,clay,nitrogen,phh2o,sand,soc
F001,77.123,11.023,,,,,
F002,77.008,10.788,255,216,69,512,242
F003,77.10499999999999,11.224,312,183,71,468,197
F004,74.763,31.844,,,,,
F005,87.86,23.23,,,,,
F006,82.00399999999999,16.576999999999998,,,,,
F007,74.763,31.844,,,,,
