date,mean_ndvi,mean_evi,mean_ndwi,cloud_cover_pct
2000-02-12,0.18872853453275668,0.128365418052268,0.012558241948762134,42
2000-02-12,0.301356616887237,0.2143575605207819,0.06908019821698064,55
2000-02-20,0.26586745497037134,0.15541440210095686,-0.02755070220392476,0
2000-02-20,0.37926524434060804,0.22614466110622497,0.014219987834568001,0
2000-02-29,0.3267460869014535,0.21568285202312587,-0.03063459898017099,1
2000-03-23,0.21776133005050696,0.13019129690367343,-0.07025686199840712,0
2000-03-23,0.3692660774879299,0.23757797466435676,-0.0014394931129081041,0
2000-04-01,0.2843804459293976,0.19993309999793907,-0.05560905205641037,11
2000-04-16,0.1678312841654535,0.12183296003888712,-0.061528567119903045,8
2000-04-16,0.15568367290068844,0.11364882365325148,-0.14043989633567863,57
2000-05-19,0.16674708912079456,0.13456499539815797,-0.17234955197440593,32
2000-05-26,0.14971484896426934,0.11111716086829701,-0.10666977802090385,54
2000-06-03,0.17200642241144978,0.08606745228364487,-0.10097410544832536,42
2000-06-03,0.20273959114717718,0.13651719870680074,-0.1174077800153568,45
2000-06-27,0.16231798789473276,0.12053678252863273,-0.06123795110499716,56
2000-06-27,0.22613247420048818,0.165296183397394,-0.08225504081870275,36
2000-07-29,0.3386592382810989,0.21885908120416983,0.034665433096436146,35
2000-07-29,0.3089090944436232,0.198379986391496,-0.06843932987312781,22
2000-09-08,0.40606599103533153,0.28921701325257176,0.11390622795666436,34
2000-09-15,0.4008498997087056,0.24847968251557764,0.05461187073229411,36
2000-09-15,0.4398986668269732,0.2763234356346196,0.09024086186552686,3
2000-09-24,0.4724794329028044,0.33272484965018356,0.09367180068711677,12
2000-10-01,0.39993451770532473,0.2572684185849602,0.09127519885711255,5
2000-10-02,0.4768211609584537,0.33359479764126765,0.1579596057117687,4
2000-10-10,0.4229802424459211,0.3784672165886393,0.1531172089591548,60
2000-10-26,0.5010865642446475,0.33928473938636067,0.12578537431297948,11
2000-12-04,0.3908645323050931,0.2229765254348158,0.023977406173891484,0
2000-12-20,0.33283309243081327,0.20024807337845293,-0.05419677990687829,0
2001-01-14,0.3079725764376319,0.20200216362115014,0.005123405432807729,0
