date,mean_ndvi,mean_evi,mean_ndwi,cloud_cover_pct
2010-01-05,0.48542610696188354,0.28777804947488045,0.17021552281345526,2
2010-01-21,0.4739234571533216,0.2638810008265525,0.13226919145870442,0
2010-02-06,0.32882358584236404,0.2383294104688235,0.10734333564491187,13
2010-04-27,0.36994860568326604,0.2241959970745781,0.11947280362741662,1
2010-05-13,0.3700520031075407,0.22876058393450754,0.1344125565271927,0
2010-05-29,0.3932841983588784,0.25466786649206363,0.16154176928360006,0
2011-01-24,0.39320258857125967,0.23088231501477643,0.10550743969706218,0
2011-02-09,0.3857439391759669,0.22254709380103815,0.08469075478716873,0
2011-09-05,0.5866310474283927,0.48170521104080716,0.2922531018429976,57
2011-09-21,0.6124386410866655,0.4030123649454294,0.29318860007261194,43
2011-10-07,0.5426492855530757,0.3362023525719388,0.22339600058808506,10
2011-10-23,0.5591239137285928,0.34271218336852705,0.23626608902499988,0
2011-11-24,0.5055846827958965,0.3220722245788427,0.21689419854663253,0
2011-12-10,0.45640772025561327,0.29548822035042865,0.20030766494513252,0
2011-12-26,0.4607715318159325,0.27543035758650436,0.17536297572494292,0
2012-01-11,0.4273099829793256,0.2622399282601331,0.15015497111962986,0
2012-01-27,0.39134916601138753,0.23089538249212813,0.11565917353591798,0
2012-02-12,0.3611628626812894,0.21608045253325325,0.11099045461421615,0
2012-02-28,0.3166540180885103,0.19738906749817167,0.08284792375716386,0
2012-03-15,0.3025264611907536,0.1885232397107455,0.0666054237911169,0
2012-03-31,0.2676696977091492,0.17365200576967274,0.057474029671496445,0
2012-04-16,0.3065721919006954,0.19156555837859576,0.08100850609276065,0
2012-05-02,0.3129047149701314,0.19950092815783124,0.09809191565093717,0
2012-05-11,0.3545869865020158,0.25628097185476145,0.1231457359128001,39
2012-05-18,0.33749817157035616,0.20195845904830817,0.10264166805383296,0
2012-05-27,0.19364989719502512,0.1386793308596188,0.13339074131150774,55
2012-06-03,0.34734434618603943,0.22815083572983047,0.13606098624998714,2
2012-09-23,0.5289972042859171,0.33930199575000475,0.2136878057053364,9
2012-10-09,0.5451110643169252,0.3282828297621548,0.235443117089515,6
2012-10-25,0.5405885543492394,0.34956820549760026,0.2310569333225005,7
2012-11-10,0.5419866016433854,0.3464477349091734,0.22776686376637292,1
2012-11-26,0.4943784710130716,0.3498676760322952,0.22499091842755123,9
2012-12-12,0.5106445159514237,0.3019181118221484,0.17292629463062617,0
2012-12-28,0.45775807949466707,0.30052180219731445,0.15703403660138587,7
2013-01-13,0.41203666458965904,0.24750211488170573,0.0962666891716627,0
2013-01-29,0.2989356089343194,0.1991486769797261,0.07116970109425337,0
2013-02-14,0.27476851355852683,0.1688507399031645,0.031915387862790245,0
2013-03-18,0.2364750015131129,0.15335024586924018,0.012372522832590873,0
2013-04-03,0.23687033180293787,0.13898425841666898,0.004436282053180667,0
2013-05-05,0.23132731195719267,0.1346737345225285,0.02522276749954575,0
2013-05-13,0.2564682484967778,0.15052623300266202,0.045762011241411604,15.65
2013-05-21,0.19057659014450345,0.12490381827587754,0.051366743859302115,36
2013-08-25,0.40730087423991224,0.3323574657020878,0.1951651664817031,49
2013-09-02,0.5158510970826278,0.28733559548187065,0.22718392401847048,25.23
2013-10-20,0.5203439815373027,0.283368619091135,0.2035842138245372,0.66
2013-10-28,0.5011870700859472,0.2954779866778502,0.2112534290026912,35
2013-11-05,0.5392932150251849,0.29481336523662527,0.21312951981312797,34.74
2013-11-13,0.39424724488571944,0.21917402337046177,0.20333858800137644,14
2013-12-07,0.5152365184326277,0.274429524118236,0.1863521185760444,0.04
2013-12-15,0.4506090710947331,0.25285633439112515,0.16575564672717463,0
2013-12-23,0.4907036699972095,0.2657912217030322,0.18487356729079424,1.37
2013-12-31,0.42462693916442285,0.24921191410435678,0.15410410056179713,0
2014-01-08,0.48599371036777883,0.26541899745706105,0.17749720887291098,0.01
2014-01-16,0.4224844822310369,0.26080839939690503,0.16495065291444802,0
2014-01-25,0.3667966505279146,0.2509732461427409,0.0657000290430636,0
2014-02-01,0.3715673850446003,0.2510644940309353,0.15465713948350887,0
2014-02-09,0.4718312813314321,0.2632289863008251,0.16052807342239864,0
2014-02-17,0.4032858084933276,0.23272787865819078,0.13254954837037564,0
2014-02-25,0.458521669596565,0.2587344058864381,0.16873892644883395,0.26
2014-03-13,0.5062382688104082,0.2729352076777065,0.1774325726185425,0.03
2014-03-21,0.45148634741830834,0.27652307042335555,0.17386611224422122,0
2014-03-29,0.49908083688534416,0.28466986200747674,0.18315470561516423,0
2014-04-06,0.39339252199828073,0.2604776791397569,0.15642267962400777,0
2014-04-14,0.4893148662930916,0.2851817582190755,0.18183520271122156,0.02
2014-04-22,0.42421633501799544,0.262920181957421,0.16361941402916197,0
2014-06-01,0.5075555968383864,0.3066087721502397,0.2028951390544839,1.93
2014-06-17,0.550297187959536,0.37636142573540454,0.25323353769059515,42.74
2014-07-03,0.5059292764251276,0.3192043156093351,0.21694236984074194,45.26
2014-08-12,0.52326733857818,0.3999528356293711,0.246994754428199,69
2014-08-20,0.6041268968585618,0.36416393169221556,0.25936717342719096,26.18
2014-09-13,0.5326869139724197,0.40753501356722344,0.30841541264552336,67
2014-09-21,0.6395521235669391,0.39453495987495546,0.2717851749134121,41.19
2014-10-07,0.5993188974265743,0.35641342071014753,0.2469227172658068,0.5
2014-10-15,0.5540756628274678,0.34608267404311643,0.2120179604764095,0
2014-10-23,0.5704513921848179,0.32903275179264757,0.21673049930383717,0.79
2014-10-31,0.5332530093206129,0.307674815603221,0.18136365261844112,0
2014-11-08,0.5181623389495241,0.2913751421931727,0.19154985516380155,0.5
2014-11-16,0.508973878885851,0.30248130948541607,0.19388165104225405,11
2014-11-24,0.5304570922556441,0.29609307500873855,0.18867379401741954,7.17
2014-12-02,0.4802656813059953,0.27803036558862876,0.15444933054380597,2
2014-12-10,0.4967920587542674,0.27171126261987294,0.1628887164252463,0.94
2014-12-18,0.5032076155481696,0.28308329300376783,0.13682928001859485,0
