hh_key,PLOT_CO,sow_date,harvest_date,crop_name,area_acres,yield_kg,village,district,state,days_to_harvest,yield_t_ha
MHB0205,B   ,2013-06-17,2013-12-26,Sorghum,1.0,51.0,Kanzara,Akola,Maharashtra,192,0.12601927353595255
MHB0205,C   ,2013-11-09,2014-01-29,Chickpea,2.0,2000.0,Kanzara,Akola,Maharashtra,81,2.4709661477637757
MHB0207,A   ,2013-06-21,2013-12-20,Soybean,2.0,2225.0,Kanzara,Akola,Maharashtra,182,2.7489498393872003
MHB0207,B   ,2013-06-21,2013-12-20,Soybean,2.0,2141.0,Kanzara,Akola,Maharashtra,182,2.6451692611811217
MHB0208,AAA ,2013-11-19,2014-03-15,Chickpea,2.0,1325.0,Kanzara,Akola,Maharashtra,116,1.6370150728935013
MHB0208,AAB ,2013-12-05,2014-04-29,Onion,0.3,250.0,Kanzara,Akola,Maharashtra,145,2.0591384564698134
MHB0210,A   ,2013-06-20,2014-02-05,Soybean,1.0,1400.0,Kanzara,Akola,Maharashtra,230,3.4593526068692855
MHB0211,A   ,2013-07-20,2014-02-02,Soybean,3.0,3600.0,Kanzara,Akola,Maharashtra,197,2.965159377316531
MHB0214,A   ,2013-06-23,2014-01-27,Soybean,3.0,1840.0,Kanzara,Akola,Maharashtra,218,1.5155259039617826
MHB0214,B   ,2013-11-16,2014-03-15,Chickpea,5.0,3500.0,Kanzara,Akola,Maharashtra,119,1.7296763034346432
MHB0214,C   ,2013-11-22,2014-03-06,Wheat,3.0,4600.0,Kanzara,Akola,Maharashtra,104,3.7888147599044557
MHB0214,D   ,2013-12-10,2014-03-15,Wheat,8.0,7200.0,Kanzara,Akola,Maharashtra,95,2.2238695329873983
MHB0214,E   ,2013-12-28,2014-04-10,Wheat,4.0,4000.0,Kanzara,Akola,Maharashtra,103,2.4709661477637757
MHB0214,F   ,2013-11-28,2014-03-07,Wheat,4.0,4000.0,Kanzara,Akola,Maharashtra,99,2.4709661477637757
MHB0217,AA  ,2013-06-30,2013-10-21,Soybean,3.5,1000.0,Kanzara,Akola,Maharashtra,113,0.7059903279325074
MHB0221,CAA ,2013-11-30,2014-03-15,Wheat,2.25,2800.0,Kanzara,Akola,Maharashtra,105,3.0749800949949204
MHB0221,D   ,2013-12-12,2014-03-17,Wheat,3.0,2500.0,Kanzara,Akola,Maharashtra,95,2.059138456469813
MHB0221,E   ,2013-12-17,2014-03-20,Wheat,2.0,1650.0,Kanzara,Akola,Maharashtra,93,2.0385470719051146
MHB0221,F   ,2013-12-17,2014-03-20,Wheat,1.0,700.0,Kanzara,Akola,Maharashtra,93,1.7296763034346427
MHB0221,G   ,2013-12-18,2014-03-24,Wheat,2.0,1500.0,Kanzara,Akola,Maharashtra,96,1.8532246108228316
MHB0224,E   ,2013-06-24,2013-10-18,Soybean,3.5,2200.0,Kanzara,Akola,Maharashtra,116,1.5531787214515163
MHB0224,F   ,2013-06-12,2013-10-18,Soybean,3.0,700.0,Kanzara,Akola,Maharashtra,128,0.5765587678115476
MHB0226,A   ,2013-06-25,2013-10-14,Soybean,5.0,5000.0,Kanzara,Akola,Maharashtra,111,2.4709661477637757
MHB0226,C   ,2013-06-25,2013-10-16,Soybean,3.5,3000.0,Kanzara,Akola,Maharashtra,113,2.117970983797522
MHB0231,A   ,2013-06-20,2013-10-08,Soybean,2.0,1600.0,Kanzara,Akola,Maharashtra,110,1.9767729182110205
MHB0234,AB  ,2013-06-06,2013-09-28,Soybean,11.0,8500.0,Kanzara,Akola,Maharashtra,114,1.9093829323629177
MHB0234,ABA ,2013-11-07,2014-02-08,Chickpea,10.0,6000.0,Kanzara,Akola,Maharashtra,93,1.4825796886582654
MHB0234,ABB ,2013-11-21,2014-03-10,Wheat,1.0,1100.0,Kanzara,Akola,Maharashtra,109,2.7180627625401534
MHB0238,A   ,2013-07-05,2013-12-28,Soybean,1.5,1250.0,Kanzara,Akola,Maharashtra,176,2.059138456469813
MHB0240,A   ,2013-06-20,2013-12-26,Soybean,2.0,1300.0,Kanzara,Akola,Maharashtra,189,1.6061279960464543
MHB0240,AA  ,2013-11-20,2014-03-03,Wheat,1.5,850.0,Kanzara,Akola,Maharashtra,103,1.400214150399473
MHB0243,A   ,2013-06-13,2014-01-15,Soybean,3.0,2200.0,Kanzara,Akola,Maharashtra,216,1.8120418416934356
MHB0243,AA  ,2013-12-08,2014-04-10,Wheat,2.25,1500.0,Kanzara,Akola,Maharashtra,123,1.6473107651758503
MHB0244,DA  ,2013-06-12,2013-10-14,Soybean,5.0,4000.0,Kanzara,Akola,Maharashtra,124,1.9767729182110207
MHB0244,DAA ,2013-11-29,2014-03-17,Wheat,4.0,6500.0,Kanzara,Akola,Maharashtra,108,4.015319990116136
MHB0244,G   ,2013-07-01,2014-01-16,Soybean,6.66,2550.0,Kanzara,Akola,Maharashtra,199,0.9460906421618059
MHB0244,J   ,2013-12-26,2014-03-25,Wheat,3.0,1500.0,Kanzara,Akola,Maharashtra,89,1.2354830738818878
MHB0244,K   ,2014-01-01,2014-04-02,Wheat,2.0,1800.0,Kanzara,Akola,Maharashtra,91,2.2238695329873983
MHD0001,AB  ,2013-08-28,2014-01-28,Onion,1.0,5000.0,Shirapur,Solapur,Maharashtra,153,12.354830738818878
MHD0002,C   ,2013-06-05,2013-10-22,Maize,2.0,750.0,Shirapur,Solapur,Maharashtra,139,0.9266123054114158
MHD0003,A   ,2013-08-07,2013-12-24,Onion,1.15,4250.0,Shirapur,Solapur,Maharashtra,139,9.131831415648737
MHD0032,A   ,2013-08-04,2013-12-24,Onion,1.5,2600.0,Shirapur,Solapur,Maharashtra,142,4.283007989457212
MHD0032,C   ,2013-10-14,2014-03-16,Sorghum,1.0,250.0,Shirapur,Solapur,Maharashtra,153,0.6177415369409439
MHD0033,AA  ,2013-10-20,2014-03-15,Sorghum,2.0,180.0,Shirapur,Solapur,Maharashtra,146,0.2223869532987398
MHD0033,AB  ,2013-10-30,2014-02-24,Wheat,0.75,200.0,Shirapur,Solapur,Maharashtra,117,0.6589243060703402
MHD0034,A   ,2013-11-02,2014-03-16,Wheat,1.0,150.0,Shirapur,Solapur,Maharashtra,134,0.37064492216456635
MHD0034,BA  ,2013-11-02,2014-03-16,Wheat,0.5,85.0,Shirapur,Solapur,Maharashtra,134,0.42006424511984186
MHD0035,AA  ,2013-08-04,2013-12-23,Onion,2.0,5000.0,Shirapur,Solapur,Maharashtra,141,6.177415369409439
MHD0038,D   ,2013-08-08,2013-12-14,Onion,1.5,6000.0,Shirapur,Solapur,Maharashtra,128,9.883864591055103
MHD0039,A   ,2013-10-18,2014-02-24,Sorghum,1.0,120.0,Shirapur,Solapur,Maharashtra,129,0.2965159377316531
MHD0039,B   ,2013-10-16,2014-02-24,Chickpea,1.75,330.0,Shirapur,Solapur,Maharashtra,131,0.46595361643545485
MHD0043,BB  ,2013-09-24,2014-02-26,Wheat,1.5,110.0,Shirapur,Solapur,Maharashtra,155,0.18120418416934356
MHD0045,B   ,2013-10-18,2014-03-14,Sorghum,2.0,1025.0,Shirapur,Solapur,Maharashtra,147,1.2663701507289349
MHD0045,C   ,2013-07-23,2014-01-10,Onion,5.0,24500.0,Shirapur,Solapur,Maharashtra,171,12.107734124042501
MHD0050,ABA ,2013-10-18,2014-03-18,Sorghum,1.75,120.0,Shirapur,Solapur,Maharashtra,151,0.16943767870380175
MHD0050,ABB ,2013-11-02,2014-03-16,Wheat,1.0,180.0,Shirapur,Solapur,Maharashtra,134,0.4447739065974796
MHD0051,AA  ,2013-08-03,2013-12-24,Onion,1.5,8000.0,Shirapur,Solapur,Maharashtra,143,13.178486121406804
MHD0051,AB  ,2013-10-14,2014-03-18,Sorghum,1.5,132.0,Shirapur,Solapur,Maharashtra,155,0.21744502100321228
MHD0051,BA  ,2013-08-07,2014-01-14,Onion,1.5,6500.0,Shirapur,Solapur,Maharashtra,160,10.707519973643029
MHD0051,BC  ,2013-08-02,2013-12-26,Maize,0.5,400.0,Shirapur,Solapur,Maharashtra,146,1.9767729182110205
MHD0051,BD  ,2013-10-17,2014-03-16,Sorghum,0.5,85.0,Shirapur,Solapur,Maharashtra,150,0.42006424511984186
MHD0052,AA  ,2013-08-04,2014-01-18,Onion,1.0,2600.0,Shirapur,Solapur,Maharashtra,167,6.424511984185817
MHD0052,CA  ,2013-08-15,2014-03-07,Onion,0.5,1650.0,Shirapur,Solapur,Maharashtra,204,8.154188287620459
MHD0054,BAA ,2013-10-12,2014-03-18,Sorghum,0.5,85.0,Shirapur,Solapur,Maharashtra,157,0.42006424511984186
MHD0054,BAB ,2013-11-04,2014-03-16,Wheat,0.5,560.0,Shirapur,Solapur,Maharashtra,132,2.7674820854954287
MHD0055,BA  ,2013-07-28,2013-12-15,Onion,2.0,10000.0,Shirapur,Solapur,Maharashtra,140,12.354830738818878
MHD0055,BB  ,2013-10-18,2014-03-04,Sorghum,0.5,180.0,Shirapur,Solapur,Maharashtra,137,0.8895478131949592
MHD0055,C   ,2013-10-29,2014-03-18,Wheat,0.5,450.0,Shirapur,Solapur,Maharashtra,140,2.2238695329873983
MHD0055,D   ,2013-08-02,2013-12-12,Onion,2.0,6750.0,Shirapur,Solapur,Maharashtra,132,8.339510748702743
MHD0056,AA  ,2013-10-13,2014-03-21,Sorghum,5.5,230.0,Shirapur,Solapur,Maharashtra,159,0.1033313116337579
MHD0058,AC  ,2013-10-22,2014-03-18,Sorghum,1.0,180.0,Shirapur,Solapur,Maharashtra,147,0.4447739065974796
MHD0058,CA  ,2013-08-25,2014-04-01,Chickpea,3.0,180.0,Shirapur,Solapur,Maharashtra,219,0.14825796886582654
MHD0058,CBB ,2013-10-07,2014-03-14,Sorghum,1.5,420.0,Shirapur,Solapur,Maharashtra,158,0.6918705213738572
MHD0059,AB  ,2013-08-06,2013-12-14,Onion,0.5,3000.0,Shirapur,Solapur,Maharashtra,130,14.825796886582653
MHD0059,CA  ,2013-07-28,2013-12-26,Onion,1.0,5500.0,Shirapur,Solapur,Maharashtra,151,13.590313812700765
MHD0059,CC  ,2013-09-14,2014-01-28,Maize,1.0,500.0,Shirapur,Solapur,Maharashtra,136,1.2354830738818878
MHD0059,D   ,2013-10-23,2014-03-26,Sorghum,2.0,240.0,Shirapur,Solapur,Maharashtra,154,0.2965159377316531
MHD0059,EA  ,2013-11-04,2014-03-08,Wheat,0.75,525.0,Shirapur,Solapur,Maharashtra,124,1.7296763034346432
MHD0059,EB  ,2013-10-20,2014-03-27,Sorghum,1.75,180.0,Shirapur,Solapur,Maharashtra,158,0.2541565180557026
MHD0060,BAB ,2013-09-02,2013-12-15,Onion,1.0,2500.0,Shirapur,Solapur,Maharashtra,104,6.177415369409439
MHD0060,BB  ,2013-10-15,2014-03-05,Wheat,0.5,270.0,Shirapur,Solapur,Maharashtra,141,1.3343217197924389
MHD0080,BB  ,2013-10-25,2014-03-18,Wheat,0.5,380.0,Shirapur,Solapur,Maharashtra,144,1.8779342723004695
MHD0090,AAA ,2013-08-01,2013-12-20,Onion,1.5,6700.0,Shirapur,Solapur,Maharashtra,141,11.036982126678199
MHD0204,AA  ,2013-11-04,2014-03-02,Wheat,0.5,350.0,Shirapur,Solapur,Maharashtra,118,1.7296763034346427
MHD0204,B   ,2013-08-03,2013-12-25,Onion,2.0,5550.0,Shirapur,Solapur,Maharashtra,144,6.856931060044477
MHD0206,A   ,2013-08-07,2013-12-24,Onion,1.25,2900.0,Shirapur,Solapur,Maharashtra,139,5.7326414628119595
MHD0207,A   ,2013-07-28,2014-01-04,Onion,1.75,7000.0,Shirapur,Solapur,Maharashtra,160,9.883864591055103
MHD0207,BC  ,2013-08-08,2014-01-09,Onion,2.0,3000.0,Shirapur,Solapur,Maharashtra,154,3.7064492216456633
MHD0207,BD  ,2014-02-18,2014-05-22,Cluster Bean,0.5,335.0,Shirapur,Solapur,Maharashtra,93,1.6555473190017298
MHD0225,AA  ,2013-09-14,2014-03-18,Wheat,1.0,150.0,Shirapur,Solapur,Maharashtra,185,0.37064492216456635
MHD0225,ABA ,2013-10-18,2014-03-14,Sorghum,1.0,250.0,Shirapur,Solapur,Maharashtra,147,0.6177415369409439
MHD0227,BA  ,2013-07-09,2014-01-28,Pigeonpea,1.0,220.0,Shirapur,Solapur,Maharashtra,203,0.5436125525080306
MHD0275,AA  ,2013-09-28,2013-12-20,Onion,1.0,4200.0,Shirapur,Solapur,Maharashtra,83,10.378057820607857
MHD0275,AB  ,2013-08-14,2013-12-15,Maize,0.5,330.0,Shirapur,Solapur,Maharashtra,123,1.630837657524092
MHD0279,A   ,2013-10-14,2014-03-16,Sorghum,2.0,720.0,Shirapur,Solapur,Maharashtra,153,0.8895478131949592
MHD0284,CB  ,2013-10-19,2014-03-24,Sorghum,1.0,310.0,Shirapur,Solapur,Maharashtra,156,0.7659995058067705
MHD0285,BD  ,2013-10-13,2014-03-21,Sorghum,1.5,1250.0,Shirapur,Solapur,Maharashtra,159,2.059138456469813
MHD0288,AB  ,2013-10-17,2014-03-12,Sorghum,0.75,120.0,Shirapur,Solapur,Maharashtra,146,0.3953545836422041
MHD0288,C   ,2013-08-01,2013-12-18,Onion,3.5,21000.0,Shirapur,Solapur,Maharashtra,139,14.825796886582655
MHD0289,A   ,2013-08-06,2014-01-13,Onion,1.5,6200.0,Shirapur,Solapur,Maharashtra,160,10.213326744090272
MHD0290,A   ,2013-08-15,2013-12-15,Onion,1.5,4500.0,Shirapur,Solapur,Maharashtra,122,7.412898443291327
MHD0290,B   ,2013-10-21,2014-03-25,Wheat,0.5,170.0,Shirapur,Solapur,Maharashtra,155,0.8401284902396837
MHD0291,A   ,2013-11-02,2014-03-08,Wheat,0.75,35.0,Shirapur,Solapur,Maharashtra,126,0.11531175356230955
MHD0291,C   ,2013-10-21,2014-03-28,Sorghum,2.5,132.0,Shirapur,Solapur,Maharashtra,158,0.13046701260192736
MHD0293,BB  ,2013-06-28,2013-11-25,Brinjal,0.25,167.0,Shirapur,Solapur,Maharashtra,150,1.6506053867062023
MHD0293,BC  ,2014-02-02,2014-06-06,Groundnut,0.25,150.0,Shirapur,Solapur,Maharashtra,124,1.4825796886582654
MHD0297,AA  ,2013-08-02,2013-12-20,Onion,1.0,4900.0,Shirapur,Solapur,Maharashtra,140,12.107734124042501
MHD0301,AC  ,2013-10-18,2014-04-20,Sorghum,1.5,260.0,Shirapur,Solapur,Maharashtra,184,0.42830079894572115
MHD0301,B   ,2013-11-04,2014-03-04,Sugarcane,2.0,1200.0,Shirapur,Solapur,Maharashtra,120,1.4825796886582654
MHD0301,CB  ,2013-10-27,2014-03-20,Sorghum,0.25,25.0,Shirapur,Solapur,Maharashtra,144,0.24709661477637757
MHD0302,AA  ,2013-08-07,2013-12-15,Onion,2.5,8000.0,Shirapur,Solapur,Maharashtra,130,7.907091672844083
MHD0302,AB  ,2013-10-07,2013-12-28,Sorghum Fodder,0.5,3000.0,Shirapur,Solapur,Maharashtra,82,14.825796886582653
MHD0302,B   ,2013-08-02,2014-02-16,Onion,2.0,6950.0,Shirapur,Solapur,Maharashtra,198,8.586607363479121
MHD0302,CA  ,2013-09-20,2014-03-08,Wheat,1.0,250.0,Shirapur,Solapur,Maharashtra,169,0.6177415369409439
MHD0303,C   ,2013-08-21,2014-01-20,Onion,1.5,4500.0,Shirapur,Solapur,Maharashtra,152,7.412898443291327
MHD0303,D   ,2013-08-17,2014-01-20,Onion,1.5,4000.0,Shirapur,Solapur,Maharashtra,156,6.589243060703402
MHD0304,AA  ,2013-08-06,2013-12-16,Onion,0.5,2000.0,Shirapur,Solapur,Maharashtra,132,9.883864591055103
MHD0304,AB  ,2013-08-16,2014-02-20,Onion,0.5,2450.0,Shirapur,Solapur,Maharashtra,188,12.107734124042501
MHD0304,AC  ,2013-08-01,2013-11-20,Maize,1.0,750.0,Shirapur,Solapur,Maharashtra,111,1.8532246108228316
MHD0304,BA  ,2013-08-15,2014-03-08,Onion,0.5,2350.0,Shirapur,Solapur,Maharashtra,205,11.613540894489747
MHD0304,BB  ,2013-09-02,2014-03-08,Wheat,1.0,150.0,Shirapur,Solapur,Maharashtra,187,0.37064492216456635
MHD0305,AA  ,2013-08-04,2013-12-29,Onion,0.5,1800.0,Shirapur,Solapur,Maharashtra,147,8.895478131949593
MHD0305,AB  ,2013-08-01,2014-02-28,Onion,0.5,2100.0,Shirapur,Solapur,Maharashtra,211,10.378057820607857
MHD0305,AC  ,2013-07-25,2014-01-24,Onion,0.5,1650.0,Shirapur,Solapur,Maharashtra,183,8.154188287620459
MHD0305,AD  ,2013-11-02,2014-02-28,Chickpea,0.5,198.0,Shirapur,Solapur,Maharashtra,118,0.9785025945144552
MHD0305,BA  ,2013-08-06,2014-03-04,Maize,0.75,1200.0,Shirapur,Solapur,Maharashtra,210,3.953545836422041
MHD0306,BA  ,2013-07-18,2014-01-15,Pigeonpea,1.0,250.0,Shirapur,Solapur,Maharashtra,181,0.6177415369409439
MHD0307,EBA ,2013-10-13,2014-04-10,Sorghum,2.5,650.0,Shirapur,Solapur,Maharashtra,179,0.6424511984185818
MHD0307,EBB ,2013-10-28,2014-03-04,Chickpea,0.5,240.0,Shirapur,Solapur,Maharashtra,127,1.1860637509266123
MHD0309,D   ,2013-10-17,2014-03-10,Sorghum,2.25,180.0,Shirapur,Solapur,Maharashtra,144,0.19767729182110202
MHD0309,FB  ,2013-11-03,2014-03-04,Wheat,1.5,860.0,Shirapur,Solapur,Maharashtra,121,1.4166872580512313
MHD0309,G   ,2013-10-24,2014-03-12,Sorghum,7.0,380.0,Shirapur,Solapur,Maharashtra,139,0.1341381623071764
MHD0309,H   ,2013-10-18,2014-03-12,Sorghum,3.0,230.0,Shirapur,Solapur,Maharashtra,145,0.18944073799522282
MHD0310,GA  ,2013-09-15,2014-03-13,Wheat,1.0,230.0,Shirapur,Solapur,Maharashtra,179,0.5683222139856684
MHD0311,C   ,2013-10-08,2014-03-22,Sorghum,1.0,150.0,Shirapur,Solapur,Maharashtra,165,0.37064492216456635
MHD0311,D   ,2013-07-28,2013-12-14,Onion,1.25,3000.0,Shirapur,Solapur,Maharashtra,139,5.930318754633062
MHD0312,AA  ,2013-08-04,2013-12-16,Onion,2.0,8000.0,Shirapur,Solapur,Maharashtra,134,9.883864591055103
MHD0312,AC  ,2013-11-02,2014-02-28,Wheat,0.5,380.0,Shirapur,Solapur,Maharashtra,118,1.8779342723004695
MHD0312,DB  ,2013-10-20,2014-03-15,Sorghum,3.0,780.0,Shirapur,Solapur,Maharashtra,146,0.6424511984185817
MHD0313,C   ,2013-10-20,2014-03-20,Sorghum,1.0,80.0,Shirapur,Solapur,Maharashtra,151,0.19767729182110205
MHD0313,DB  ,2013-08-28,2013-12-20,Onion,4.0,9000.0,Shirapur,Solapur,Maharashtra,114,5.559673832468495
MHD0313,DC  ,2013-07-17,2013-11-09,Maize,3.0,600.0,Shirapur,Solapur,Maharashtra,115,0.49419322955275513
MHD0313,DD  ,2013-07-18,2014-01-18,Pigeonpea,1.0,400.0,Shirapur,Solapur,Maharashtra,184,0.9883864591055103
MHD0313,E   ,2013-08-20,2013-12-18,Onion,5.0,11250.0,Shirapur,Solapur,Maharashtra,120,5.559673832468496
MHD0314,A   ,2013-08-14,2013-12-15,Onion,1.5,3200.0,Shirapur,Solapur,Maharashtra,123,5.271394448562722
MHD0315,A   ,2013-08-10,2013-12-20,Onion,0.75,2000.0,Shirapur,Solapur,Maharashtra,132,6.589243060703402
MHD0315,B   ,2013-08-07,2013-12-13,Onion,0.75,1850.0,Shirapur,Solapur,Maharashtra,128,6.095049831150647
MHD0317,AA  ,2013-07-17,2014-01-10,Onion,0.5,500.0,Shirapur,Solapur,Maharashtra,177,2.4709661477637757
MHD0317,B   ,2013-07-10,2014-01-20,Pigeonpea,2.0,200.0,Shirapur,Solapur,Maharashtra,194,0.24709661477637757
MHD0318,AA  ,2013-08-01,2014-01-19,Onion,0.5,2800.0,Shirapur,Solapur,Maharashtra,171,13.837410427477142
MHD0319,A   ,2013-10-18,2014-03-10,Sorghum,1.5,240.0,Shirapur,Solapur,Maharashtra,143,0.3953545836422041
MHD0331,A   ,2013-10-13,2014-03-18,Sorghum,6.0,860.0,Shirapur,Solapur,Maharashtra,156,0.3541718145128078
MHD0333,A   ,2013-08-20,2014-01-24,Onion,2.0,4500.0,Shirapur,Solapur,Maharashtra,157,5.559673832468495
MHD0335,B   ,2013-10-17,2014-03-12,Sorghum,2.0,945.0,Shirapur,Solapur,Maharashtra,146,1.1675315048183839
MHD0335,C   ,2013-07-25,2014-01-12,Onion,5.0,25000.0,Shirapur,Solapur,Maharashtra,171,12.35483073881888
MHD0336,B   ,2013-07-05,2014-03-06,Onion,2.0,6850.0,Shirapur,Solapur,Maharashtra,244,8.46305905609093
MHD0337,AB  ,2013-11-02,2014-03-08,Wheat,0.5,250.0,Shirapur,Solapur,Maharashtra,126,1.2354830738818878
MHD0338,AA  ,2013-08-08,2014-01-05,Onion,2.0,12000.0,Shirapur,Solapur,Maharashtra,150,14.825796886582653
MHD0338,B   ,2013-08-12,2014-01-13,Onion,2.0,9000.0,Shirapur,Solapur,Maharashtra,154,11.11934766493699
MHD0343,ABA ,2013-10-10,2014-04-18,Maize,1.0,325.0,Shirapur,Solapur,Maharashtra,190,0.8030639980232271
MHD0343,ABB ,2014-02-08,2014-06-20,Groundnut,0.75,586.0,Shirapur,Solapur,Maharashtra,132,1.9306482167860965
