date,mean_ndvi,mean_evi,mean_ndwi,cloud_cover_pct,collection_id,sensor_name,satellite_platform,observation_year,composite_start_date,composite_end_date,image_count,valid_pixel_count,district_cropland_pixels,coverage_fraction
2000-01-30,0.4575080092477252,0.28473267978443434,0.08544439802252304,3,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,148671,511147.0,0.29086
2000-01-30,0.4539509297681357,0.2901026234587623,0.08826274746354683,11,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,42230,511147.0,0.08262
2000-02-07,0.3806130887545759,0.3496739013257483,0.11335836485691918,45,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2000,2000-01-01,2012-12-31,1,2795,511147.0,0.00547
2000-04-03,0.3822753766515871,0.26848613426660184,-0.013899151602606668,14,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,96282,511147.0,0.18836
2000-04-03,0.39488869843939817,0.2772236850830068,0.002909039900889282,28,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,36623,511147.0,0.07165
2000-04-10,0.2715900391242331,0.16505213614845157,-0.102454567508593,0,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,183109,511147.0,0.35823
2000-04-19,0.33669063582303527,0.23814666310657945,-0.025072801826517638,15,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,41308,511147.0,0.08081
2000-05-05,0.2804575414083791,0.19608262284839242,-0.060310576619344115,2,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,155060,511147.0,0.30336
2000-05-12,0.28284252395565007,0.17302257468709586,-0.08292909884596748,0,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,375531,511147.0,0.73468
2000-07-15,0.326670728646434,0.22106328896147318,-0.01064671580108162,13,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,306812,511147.0,0.60024
2000-07-15,0.30094067192720325,0.19779311353677623,-0.03123399798853316,3,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,174056,511147.0,0.34052
