date,mean_ndvi,mean_evi,mean_ndwi,cloud_cover_pct,collection_id,sensor_name,satellite_platform,observation_year,composite_start_date,composite_end_date,image_count,valid_pixel_count,district_cropland_pixels,coverage_fraction
2000-01-28,0.4866211781538783,0.2785649391054562,0.056178905945781496,10,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,3043,4221.0,0.72092
2000-04-17,0.41046818019139447,0.2533828120898058,0.0018915972215299073,35,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,2613,4221.0,0.61905
2000-05-03,0.46675177097828285,0.29125928599157674,0.06312030609515534,13,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,3892,4221.0,0.92206
2000-07-29,0.6740153398679141,0.439905983468381,0.26395441267733755,28,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,153,4221.0,0.03625
2000-08-07,0.4331348575730735,0.3511967029142067,0.17483037005364865,54,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,1179,4221.0,0.27932
2000-09-08,0.6122132119388451,0.4337113589476958,0.17778539454129652,14,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,1894,4221.0,0.44871
2000-10-10,0.6691493481377031,0.4746395695595364,0.25774810501571804,24,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,2160,4221.0,0.51173
2000-10-26,0.6948989201804227,0.4670119543717626,0.23751566489080886,0,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,4224,4221.0,1.00071
2000-11-27,0.6347046917697858,0.3899551273438354,0.1807838887646086,8,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,4238,4221.0,1.00403
2000-12-20,0.6427831114833065,0.37057583719338544,0.18138525274390616,3,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,16,4221.0,0.00379
2000-12-21,0.5442593939258105,0.33036018140218815,0.08815912480572734,9,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2000,2000-01-01,2012-12-31,1,4238,4221.0,1.00403
2001-01-06,0.5345437035663744,0.32297592897302674,0.09575153885704854,15,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2001,2000-01-01,2012-12-31,1,3648,4221.0,0.86425
2001-01-14,0.5508196972546532,0.3151567544842978,0.10216421494178102,0,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2001,2000-01-01,2012-12-31,1,4238,4221.0,1.00403
2001-02-23,0.426491046142344,0.26360408237871824,0.01517741589530731,1,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2001,2000-01-01,2012-12-31,1,3010,4221.0,0.7131
2001-03-03,0.43024312470847115,0.2544689341167875,0.015268721563205473,0,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2001,2000-01-01,2012-12-31,1,4238,4221.0,1.00403
2001-03-11,0.40493349272717877,0.25581057145033065,-0.008671801350682766,7,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2001,2000-01-01,2012-12-31,1,2555,4221.0,0.60531
2001-03-26,0.565089206548811,0.31472650816434006,0.10078499658129787,2,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2001,2000-01-01,2012-12-31,1,50,4221.0,0.01185
2001-04-03,0.5074837891179429,0.31126024948486014,0.08993227047293674,6,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2001,2000-01-01,2012-12-31,1,238,4221.0,0.05638
2001-05-06,0.5200129164730319,0.3991690222697113,0.14388314945339242,57,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2001,2000-01-01,2012-12-31,1,370,4221.0,0.08766
2001-07-25,0.4235260918701026,0.34241495524672355,0.154027948844059,48,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2001,2000-01-01,2012-12-31,1,1324,4221.0,0.31367
2001-08-10,-0.01588171834031031,1.8309986503328037,0.13356148035019913,61,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2001,2000-01-01,2012-12-31,1,270,4221.0,0.06397
2001-09-11,0.5146418184658386,0.38181431487841866,0.1597815676897339,51,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2001,2000-01-01,2012-12-31,1,639,4221.0,0.15139
2001-10-13,0.6271703693863134,0.4823222162946256,0.22716632440292395,64,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2001,2000-01-01,2012-12-31,1,526,4221.0,0.12462
2001-11-30,0.6671319438985222,0.4250960488825241,0.20996255607176556,1,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2001,2000-01-01,2012-12-31,1,4225,4221.0,1.00095
2002-01-08,0.6142758992619735,0.4003834867633505,0.2106219597327335,10,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2002,2000-01-01,2012-12-31,1,1,4221.0,0.00024
2002-02-18,0.45333212582695337,0.2582542162648544,0.009138768368940602,1,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2002,2000-01-01,2012-12-31,1,4236,4221.0,1.00355
2002-09-14,0.5432726604153637,0.380347837774512,0.12061427788113861,32,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2002,2000-01-01,2012-12-31,1,1145,4221.0,0.27126
2002-09-30,0.5710676377135585,0.3902973095651715,0.12865972286890912,13,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2002,2000-01-01,2012-12-31,1,1265,4221.0,0.29969
2002-11-08,0.7608732137131277,0.4334578315035999,0.351460649841925,22,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2002,2000-01-01,2012-12-31,1,60,4221.0,0.01421
2002-11-17,0.595538213510425,0.4659778803497952,0.3151550199405356,61,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2002,2000-01-01,2012-12-31,1,44,4221.0,0.01042
2002-12-03,0.5973398916349774,0.3596953971327342,0.14679938313156357,1,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2002,2000-01-01,2012-12-31,1,4183,4221.0,0.991
2003-01-11,0.5844415894050569,0.32229532546322903,0.13855819171385705,39,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2003,2000-01-01,2012-12-31,1,209,4221.0,0.04951
2003-01-20,0.3970505362402312,0.2717367307013008,0.07404273717541278,36,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2003,2000-01-01,2012-12-31,1,2797,4221.0,0.66264
2003-01-27,0.5144662405759257,0.3176341914409325,0.1223184568441366,3,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2003,2000-01-01,2012-12-31,1,159,4221.0,0.03767
2003-02-21,0.3823173136113948,0.22280701084287605,-0.0157202211509338,3,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2003,2000-01-01,2012-12-31,1,4183,4221.0,0.991
2003-05-19,0.6311513712057728,0.42379908950867323,0.18393509651575385,13,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2003,2000-01-01,2012-12-31,1,18,4221.0,0.00426
2003-05-28,0.33715798696284016,0.23343009326668768,0.030412473524203284,23,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2003,2000-01-01,2012-12-31,1,2086,4221.0,0.4942
2003-10-03,0.4375555600233891,0.32283290975140666,0.07859791630564963,59,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2003,2000-01-01,2012-12-31,1,925,4221.0,0.21914
2003-10-10,0.7752178453294861,0.4581525919880598,0.29986723602641496,42,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2003,2000-01-01,2012-12-31,1,55,4221.0,0.01303
2003-11-04,0.6749799778721944,0.44362799162693084,0.22795970671415727,52,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2003,2000-01-01,2012-12-31,1,1936,4221.0,0.45866
2003-11-20,0.6634291124048936,0.4179211513462655,0.20245361554331381,8,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2003,2000-01-01,2012-12-31,1,3609,4221.0,0.85501
2003-12-06,0.6238468609281804,0.38213789012441207,0.1703926687421093,2,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2003,2000-01-01,2012-12-31,1,3515,4221.0,0.83274
2003-12-22,0.5480982397597173,0.3267445475942396,0.12026275280346632,1,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2003,2000-01-01,2012-12-31,1,3441,4221.0,0.81521
2004-01-14,0.6003305956761935,0.3191364672234619,0.1412863109517997,1,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2004,2000-01-01,2012-12-31,1,39,4221.0,0.00924
2004-02-24,0.3819488229181944,0.21920080227068497,-0.017535662176372525,0,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2004,2000-01-01,2012-12-31,1,3500,4221.0,0.82919
2004-03-11,0.3507620076015687,0.2084144448396225,-0.0284772110397618,9,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2004,2000-01-01,2012-12-31,1,3532,4221.0,0.83677
2004-04-12,0.40051712825372815,0.2387493633583619,-0.019221112717847235,4,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2004,2000-01-01,2012-12-31,1,3536,4221.0,0.83772
2004-04-19,0.5769742138014284,0.34351718671453435,0.11502257160446791,6,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2004,2000-01-01,2012-12-31,1,91,4221.0,0.02156
2004-04-28,0.4291052048259264,0.3010908146945299,0.11901406082333271,8,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2004,2000-01-01,2012-12-31,1,3415,4221.0,0.80905
2004-05-22,0.5998579364830213,0.5197438184584908,0.24012709794321976,60,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2004,2000-01-01,2012-12-31,1,111,4221.0,0.0263
2004-07-09,0.6072291229994168,0.46858369160608304,0.21976434815318602,47,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2004,2000-01-01,2012-12-31,1,839,4221.0,0.19877
2004-08-09,0.7773180320525288,0.6169529553430831,0.3994885432765718,23,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2004,2000-01-01,2012-12-31,1,1,4221.0,0.00024
2004-08-10,0.6092200462447099,0.43208703606045074,0.14973469419705374,34,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2004,2000-01-01,2012-12-31,1,990,4221.0,0.23454
2004-09-19,0.5535969524536446,0.37343105109044616,0.11108759874932475,53,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2004,2000-01-01,2012-12-31,1,744,4221.0,0.17626
2004-10-21,0.6405095952087286,0.4765946710567711,0.20025903645949863,65,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2004,2000-01-01,2012-12-31,1,539,4221.0,0.12769
2004-11-22,0.6751143942210193,0.4278374074069632,0.2125229660174627,33,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2004,2000-01-01,2012-12-31,1,2535,4221.0,0.60057
2004-12-08,0.5777677744839926,0.3483048380011738,0.1298431090360897,6,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2004,2000-01-01,2012-12-31,1,3468,4221.0,0.82161
2004-12-16,0.5378033960657854,0.321723226412558,0.0880339451032797,2,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2004,2000-01-01,2012-12-31,1,4238,4221.0,1.00403
2004-12-24,0.5039593708638399,0.2941559639877245,0.07821642333499491,1,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2004,2000-01-01,2012-12-31,1,3568,4221.0,0.8453
2005-01-16,0.6578188192690183,0.3681624003391931,0.2142714044318138,24,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2005,2000-01-01,2012-12-31,1,23,4221.0,0.00545
2005-01-25,0.4283640954255901,0.24366375116560882,0.01685046350432243,5,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2005,2000-01-01,2012-12-31,1,3422,4221.0,0.81071
2005-02-02,0.4209526804046042,0.24538160674391124,-0.009835083484414411,27,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2005,2000-01-01,2012-12-31,1,3976,4221.0,0.94196
2005-02-10,0.4062757407299995,0.22773202062472733,-0.012132507106182324,0,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2005,2000-01-01,2012-12-31,1,3561,4221.0,0.84364
2005-02-26,0.3815110446169242,0.22424305976613315,-0.017913010498246586,12,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2005,2000-01-01,2012-12-31,1,3619,4221.0,0.85738
2005-03-06,0.33583534095492024,0.234284836313179,-0.03723436110682562,38,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2005,2000-01-01,2012-12-31,1,1415,4221.0,0.33523
2005-03-14,0.38380509108180977,0.22064944093905342,-0.034262806842532516,1,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2005,2000-01-01,2012-12-31,1,3422,4221.0,0.81071
2005-04-22,0.6414443548810953,0.40612944870597567,0.18383183236347078,3,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2005,2000-01-01,2012-12-31,1,53,4221.0,0.01256
2005-05-09,0.512927359221184,0.37062351411798883,0.14424441883855943,39,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2005,2000-01-01,2012-12-31,1,2578,4221.0,0.61076
2005-06-02,0.652322181258415,0.4741951664460253,0.22264500191253425,24,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2005,2000-01-01,2012-12-31,1,2418,4221.0,0.57285
2005-08-13,0.5208476604139565,0.3802974857389278,0.16150048461122377,57,LANDSAT/LT05/C02/T1_L2,Landsat 5 TM,LANDSAT_5,2005,2000-01-01,2012-12-31,1,2982,4221.0,0.70647
2005-09-22,0.6439145298230199,0.45361553906439817,0.19587282636113948,26,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2005,2000-01-01,2012-12-31,1,1029,4221.0,0.24378
2005-12-27,0.5942792110681885,0.3474278338048859,0.13156466521417187,11,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2005,2000-01-01,2012-12-31,1,3506,4221.0,0.83061
2006-01-03,0.6450484639288605,0.35326998668347054,0.18792873733331847,7,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2006,2000-01-01,2012-12-31,1,61,4221.0,0.01445
