date,mean_ndvi,mean_evi,mean_ndwi,cloud_cover_pct,collection_id,sensor_name,satellite_platform,observation_year,composite_start_date,composite_end_date,image_count,valid_pixel_count,district_cropland_pixels,coverage_fraction
2000-01-30,0.5461095455923703,0.37676091325910627,0.18092312988840153,11,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,27491,315714.0,0.08708
2000-01-30,0.46788138366386456,0.34738795138061485,0.1472217735084878,14,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,128817,315714.0,0.40802
2000-04-03,0.41473022495832323,0.3503181077305353,0.06483907989865398,28,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,12162,315714.0,0.03852
2000-04-03,0.4003758019583613,0.32490289419012547,0.05859724832433473,16,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,65291,315714.0,0.2068
2000-04-10,0.34110659372024793,0.21255157366452906,-0.028126522132014328,0,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,76534,315714.0,0.24242
2000-04-10,0.325328115510589,0.20233111383526797,-0.04168927160058216,2,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,61450,315714.0,0.19464
2000-04-19,0.44297078237044646,0.3312185998935949,0.048616864679387764,15,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,27853,315714.0,0.08822
2000-04-19,0.3952711515651574,0.301448428501525,0.03262137322073569,19,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,109827,315714.0,0.34787
2000-06-22,0.4040554769228357,0.3032358139098527,0.08612394883538532,38,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,49323,315714.0,0.15623
2000-07-15,0.30194620748333534,0.18722448626577645,0.07070554876534572,3,LANDSAT/LE07/C02/T1_L2,Landsat 7 ETM+,LANDSAT_7,2000,2000-01-01,2012-12-31,1,72935,315714.0,0.23102
