week,temp_c,precip_mm,humidity_pct,wind_speed_ms,ndvi,evi,ndwi,ndvi_observed,field_id,crop,growth_stage,phh2o,soc,clay,sand,nitrogen
2019-01-06,24.702952,0.0,48.43350433333333,2.7054274333333335,0.4864688755200993,0.3149065963688462,0.02872283844573495,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-01-13,25.555284857142855,0.0,42.20356414285715,2.3144460285714286,0.4998445897637747,0.3077934997810299,0.014231438141937,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-01-20,25.374337285714287,0.0,45.50647514285714,2.5153633714285712,0.4046796796107075,0.2998438745511355,0.0130445420648325,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-01-27,26.186135142857143,0.30326844599999997,47.90629642857142,1.139347492857143,0.44075055653016293,0.26912732328288935,-0.0299099497819856,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-02-03,26.26355842857143,3.17287448,55.411425,2.2116621485714285,0.30413343654306046,0.21842447405872356,0.020644688493511427,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-02-10,28.146684714285716,9.412765932000001,51.976116857142856,1.8828057857142857,0.3755888263810646,0.25047609175042307,-0.0579961942922398,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-02-17,28.382040999999997,0.031471253,51.395718428571435,2.5465118857142857,0.40094851701055545,0.25850210720680666,-0.0412099647249586,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-02-24,29.13384585714286,0.74672699,41.700519,2.625789185714286,0.41395412343186067,0.26040777487647526,-0.0492383598179173,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-03-03,29.566393285714287,5.126953146,47.43792585714285,2.232000342857143,0.3582851622285411,0.24202154344855936,-0.0769192816290715,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-03-10,30.083470000000002,1.141548126,54.28837657142857,2.271622164285714,0.28509679719632997,0.21282439139107315,-0.03969630602669045,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-03-17,30.229840999999997,0.7266998,34.38860028571428,2.135137342857143,0.3927769821932481,0.2402677639053577,-0.0593612869155242,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-03-24,31.142756714285717,0.886917118,40.57732842857143,1.3441951285714284,0.22838908150654275,0.2177471218518138,-0.0544274464126064,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-03-31,32.046631,0.17738342099999999,38.32821585714286,1.4750010785714287,0.3718138588444669,0.25097621085849486,-0.07370790124999313,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-04-07,32.31985457142857,0.489234919,39.14924942857142,1.0557326628571428,0.35271799472791093,0.2385966608825003,-0.07686838631913495,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-04-14,32.54508742857143,16.213416943,42.85948514285714,1.1651201628571428,0.3529121318172725,0.23890741347204347,-0.08507077704961108,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-04-21,30.266431285714283,5.6905745660000004,56.684551,2.6088843714285717,0.37181983658682227,0.26381062919683707,-0.05764673839696529,0,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-04-28,31.10115285714286,0.638008115,51.376366857142855,0.8797401585714286,0.390727541356372,0.28871384492163066,-0.0302226997443195,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-05-05,29.132101857142857,2.812385615,66.34765571428571,4.476333471428572,0.5136614901941937,0.3378008691148159,0.04170146718577625,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-05-12,29.242152428571426,0.91838836,68.08799042857143,4.044076342857143,0.42287595028691827,0.34708070927212253,0.0114459382956003,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-05-19,29.182735,9.804725706,68.100935,3.844979271428571,0.47963822880812246,0.35500537430025725,0.03245896941766185,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-05-26,29.956032571428572,2.122878997,66.51350128571428,3.6961223142857142,0.4790410543085417,0.36581589693558747,0.05858984063758242,0,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-06-02,29.586373714285713,5.390167281,66.32408142857143,3.9947304285714287,0.47844387980896097,0.3766264195709177,0.08472071185750299,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-06-09,28.685891142857145,2.829551699,68.83856085714285,3.8441192857142856,0.5535790676910317,0.3692288206308566,0.0674188434663902,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-06-16,26.938184142857143,20.53070081,78.37411857142857,5.014135971428572,0.5332732405583227,0.42390797371511557,0.0844627296327228,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-06-23,26.94586185714286,21.33464776,76.8298257142857,4.802876985714286,0.5052126854044969,0.3912406547715084,0.0865745297108776,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-06-30,27.437962,2.88963318,74.23021528571428,4.7005037,0.5017450761697768,0.5095914039495288,0.1342043336797334,0,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-07-07,26.911560142857144,10.8232498,77.44190285714285,4.912733728571429,0.4982774669350567,0.6279421531275494,0.1818341376485892,0,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-07-14,26.542066142857145,23.468971200000002,75.95504357142856,3.857906657142857,0.4948098577003366,0.7462929023055699,0.229463941617445,1,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-07-21,25.692888571428572,44.420242619999996,80.96460485714286,4.558477028571429,0.4879138509204055,0.7281480640931005,0.21550862291802506,0,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-07-28,25.42907285714286,41.31317113,80.86875571428571,3.9850125142857142,0.48101784414047444,0.7100032258806313,0.20155330421860512,0,F002,rice,1.0,70.4,262.06,252.92,507.89,220.11
2019-08-04,26.76975357142857,4.8809050890000005,75.94991371428571,4.340810457142857,0.47412183736054336,0.6918583876681619,0.18759798551918516,0,F002,rice,0.01948051948051948,70.4,262.06,252.92,507.89,220.11
2019-08-11,23.877829285714284,80.1658642,89.68590928571429,4.820674957142857,,,,0,F002,rice,0.06493506493506494,70.4,262.06,252.92,507.89,220.11
2019-08-18,25.329890428571428,83.6276999,84.05457428571428,3.433850228571429,0.4603298238006812,0.6555687112432232,0.1596873481203453,1,F002,rice,0.11038961038961038,70.4,262.06,252.92,507.89,220.11
2019-08-25,25.455614142857144,27.151107409999998,81.50669728571428,3.886326728571429,0.4596254680613241,0.6818425539879788,0.15637856475406375,0,F002,rice,0.15584415584415584,70.4,262.06,252.92,507.89,220.11
2019-09-01,25.457162,39.47639408,82.43837071428571,4.584857814285714,0.458921112321967,0.7081163967327344,0.15306978138778224,0,F002,rice,0.2012987012987013,70.4,262.06,252.92,507.89,220.11
