week,temp_c,precip_mm,humidity_pct,wind_speed_ms,ndvi,evi,ndwi,ndvi_observed,field_id,crop,growth_stage,phh2o,soc,clay,sand,nitrogen
2022-12-11,14.731031142857143,0.011444092,74.80118228571429,2.0548666857142854,0.2880593450508487,0.1923024757283398,0.04575963777213672,0,F007,wheat_punjab,0.2857142857142857,77.63,131.7,282.89,287.14,147.91
2022-12-18,13.706203,0.0,74.16230128571429,2.0798490428571426,0.2655221322651829,0.2034495905926768,0.06766547379696135,1,F007,wheat_punjab,0.33571428571428574,77.63,131.7,282.89,287.14,147.91
2022-12-25,10.110831000000001,0.005722046,91.10718014285715,1.4197649485714285,0.31699274835015834,0.23369637286792871,0.09573411958935091,0,F007,wheat_punjab,0.38571428571428573,77.63,131.7,282.89,287.14,147.91
2023-01-01,11.288543785714285,6.23703,84.20093657142857,1.6579243971428572,0.36846336443513383,0.2639431551431806,0.12380276538174045,0,F007,wheat_punjab,0.43571428571428567,77.63,131.7,282.89,287.14,147.91
2023-01-08,9.358834428571429,0.56648254,89.004922,1.0609593057142856,0.4199339805201093,0.2941899374184325,0.15187141117413,0,F007,wheat_punjab,0.48571428571428565,77.63,131.7,282.89,287.14,147.91
2023-01-15,11.778080857142857,14.159202293,86.07635,1.2072728928571428,,,,0,F007,wheat_punjab,0.5357142857142857,77.63,131.7,282.89,287.14,147.91
2023-01-22,11.495500857142858,3.4790039,74.31483371428571,1.7452155571428574,0.5228752126900602,0.35468350196893633,0.20800870275890915,1,F007,wheat_punjab,0.5857142857142856,77.63,131.7,282.89,287.14,147.91
2023-01-29,13.214211571428573,9.51576233,78.61688857142858,1.9458883557142859,0.5162619290578614,0.3811674115266881,0.2266939722599418,1,F007,wheat_punjab,0.6357142857142857,77.63,131.7,282.89,287.14,147.91
2023-02-05,15.091325999999999,18.118858,75.44394285714286,2.1475335857142857,0.5363682898484057,0.40061005877406874,0.2266190856584479,0,F007,wheat_punjab,0.6857142857142857,77.63,131.7,282.89,287.14,147.91
2023-02-12,16.338400857142858,2.949714658,68.31711,2.023091952857143,0.55647465063895,0.4200527060214494,0.226544199056954,1,F007,wheat_punjab,0.7357142857142857,77.63,131.7,282.89,287.14,147.91
2023-02-19,17.81483257142857,0.0,68.31136771428571,1.648094607142857,0.5437972375451581,0.4147373408146364,0.22460330430558684,0,F007,wheat_punjab,0.7857142857142857,77.63,131.7,282.89,287.14,147.91
2023-02-26,20.529022285714287,0.6122589,65.31519414285715,1.246586077142857,0.5311198244513662,0.4094219756078234,0.22266240955421965,1,F007,wheat_punjab,0.8357142857142857,77.63,131.7,282.89,287.14,147.91
2023-03-05,20.78233142857143,7.304191346,64.68330685714285,1.4668465185714286,0.5631233707311367,0.4211514966643963,0.2389368878042229,1,F007,wheat_punjab,0.8857142857142858,77.63,131.7,282.89,287.14,147.91
2023-03-12,22.985905,0.0,58.77111785714286,0.6494672757142858,0.5421176982159676,0.4221052880113917,0.2331341419312571,1,F007,wheat_punjab,0.9357142857142857,77.63,131.7,282.89,287.14,147.91
2023-03-19,21.742052285714287,19.54937016,69.20184928571429,1.1286398385714287,0.5412094739692686,0.383186385662979,0.2170872934957503,1,F007,wheat_punjab,0.9857142857142858,77.63,131.7,282.89,287.14,147.91
2023-03-26,19.92456457142857,45.4931259,74.31823271428571,1.1541797,0.5019947965996245,0.35370742912519804,0.19185546790926478,0,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-04-02,21.235565,54.825781805,70.58571028571428,1.5675467642857142,0.4627801192299804,0.324228472587417,0.1666236423227793,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-04-09,23.19032485714286,1.2931824,58.25771414285714,1.545716592857143,0.4053373284185636,0.2841930846910298,0.1293502503986579,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-04-16,28.859562714285715,0.0,38.087041285714285,1.4696640285714284,0.309550201992767,0.2120316639641459,0.0410188572111331,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-04-23,25.852674142857143,23.9753715,48.17566514285714,1.4215623485714286,0.2862550826232732,0.1895079285999248,-0.0110359021688498,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-04-30,27.476113571428574,1.130104046,39.655342857142855,1.63695972,0.26372795684627826,0.18115542882447988,-0.02971534256357905,0,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-05-07,25.022543857142857,32.787323074,62.97420699999999,1.9860399857142856,0.2412008310692833,0.172802929049035,-0.0483947829583083,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-05-14,29.23601414285714,1.4591217,34.62323828571429,1.9410429757142857,0.2354403654308003,0.1407761878155506,-0.1070337331026902,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-05-21,31.936702,10.3340149,35.373124142857144,1.7432513085714285,0.2065711717130159,0.1371405229903999,-0.0870553298577996,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-05-28,29.675763714285715,16.076088,49.21951871428571,1.6514111085714285,0.18010635902597066,0.14519868516331813,-0.07405217212551965,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-06-04,26.22219857142857,70.6644059,65.3549,1.208959119285714,0.20995054830682738,0.16334280139467688,-0.05829938267733757,0,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-06-11,30.54940357142857,59.835435367,55.750572,1.1234948414285715,0.2397947375876841,0.18148691762603564,-0.042546593229155494,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-06-18,32.08235814285714,14.75143435,58.392641857142856,0.6826189542857143,0.2982866799929796,0.1957816906554693,0.0315347730739452,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-06-25,34.87115442857143,1.0814667,59.23005057142858,1.697685957142857,0.2666890100010553,0.184827328395806,-0.0046163073827738,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-07-02,30.753570571428572,39.33048319,73.89319428571427,1.2742874914285713,0.2779364387216792,0.1917761576672596,0.051456172133178435,0,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-07-09,28.526428142857146,177.8011298,81.243908,2.0192733428571428,0.2891838674423031,0.1987249869387132,0.10752865164913067,0,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-07-16,30.714137571428573,11.392593423000001,75.37993371428571,1.164708632857143,0.300431296162927,0.2056738162101668,0.1636011311650829,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-07-23,30.361859857142857,118.60942707,82.84783357142858,1.5922539857142854,0.31780302592643944,0.23532317175435832,0.15966178501176084,0,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-07-30,30.04367057142857,82.00550086,82.23113714285715,0.9399647285714285,0.33517475568995186,0.26497252729854986,0.1557224388584388,0,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-08-06,31.57569271428571,63.43746213,78.87820428571429,0.6783859799999999,0.3525464854534643,0.2946218828427414,0.15178309270511675,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-08-13,31.72737357142857,17.9357529,77.03719857142858,1.0382039285714286,0.4539042229962444,0.3464276211376015,0.1781830763908591,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-08-20,31.274767285714287,22.750854898,77.68738499999999,0.9745206785714285,0.4529535226667971,0.4947629226304189,0.2497973232376215,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-08-27,30.72631857142857,45.112609670000005,78.32097571428572,1.4041158228571429,0.5699258190858157,0.4404833225479896,0.2052511023375816,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-09-03,31.623639857142855,2.520561168,68.65280357142858,0.8505046885714286,0.5765300124904021,0.4030798999769629,0.1960273237224729,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-09-10,31.433781142857146,5.84220884,69.81627871428572,0.7228120742857141,0.5674023435249367,0.4098009698319566,0.1923284141121126,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-09-17,30.26603057142857,61.185836149000004,79.12477257142858,1.362969542,0.5353888376576393,0.5401366494493969,0.2442120554622119,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-09-24,28.345751142857143,87.959288774,79.75534571428571,1.1651065485714285,0.5410013364768949,0.4609865445449259,0.2173559201907741,0,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-10-01,27.70577557142857,2.74086,72.50020471428572,1.1177068428571428,0.5466138352961505,0.3818364396404549,0.1904997849193363,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-10-08,27.490579,0.0,64.93338957142858,1.1289563428571427,0.5044609844710973,0.3540453769829121,0.1698220225909817,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-10-15,25.516723714285714,6.89506532,70.51615885714286,1.0837280457142857,0.4394489982628617,0.3097799393125978,0.1249463103634813,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-10-22,21.146985714285712,38.6524185,81.20152142857144,1.5586390542857143,0.4795600338182986,0.298304810729739,0.1244950379905342,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-10-29,22.85355057142857,0.45776367,76.13058414285715,1.24611643,0.3936272744029183,0.2535713084936256,0.0672273887654643,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2023-11-05,22.77819385714286,0.0,78.72305985714286,1.123406502857143,0.2659474862962446,0.200573045774098,0.0400616464971003,1,F007,wheat_punjab,0.02857142857142857,77.63,131.7,282.89,287.14,147.91
2023-11-12,19.78017314285714,39.9942393,81.29154942857143,1.3519857171428573,0.28368860729382017,0.19039404291969286,0.019224780402986273,0,F007,wheat_punjab,0.07857142857142857,77.63,131.7,282.89,287.14,147.91
2023-11-19,18.271118142857144,0.0,78.08665085714286,1.810570557142857,0.30142972829139575,0.18021504006528774,-0.0016120856911277506,1,F007,wheat_punjab,0.1285714285714286,77.63,131.7,282.89,287.14,147.91
2023-11-26,16.860587,0.0,78.96365371428571,1.4285175914285715,0.2799598992321097,0.1849161046906878,0.0122543350504578,1,F007,wheat_punjab,0.17857142857142858,77.63,131.7,282.89,287.14,147.91
2023-12-03,17.267142,47.44148264,82.62932785714285,1.652380507142857,0.2912591876933197,0.1812013494964455,0.0160143432426469,1,F007,wheat_punjab,0.22857142857142856,77.63,131.7,282.89,287.14,147.91
2023-12-10,15.163504285714286,0.0,81.27853628571428,1.479714357142857,0.3687860379864456,0.2114542887936572,0.056484065531831,1,F007,wheat_punjab,0.2785714285714286,77.63,131.7,282.89,287.14,147.91
2023-12-17,13.00689257142857,0.5722046,80.03595714285714,1.3895213614285713,0.4098367237132798,0.2389652291173607,0.0943721909551041,1,F007,wheat_punjab,0.32857142857142857,77.63,131.7,282.89,287.14,147.91
2023-12-24,12.667959857142858,0.0,80.26062357142857,1.3502141742857143,0.40616514352356914,0.272522123166494,0.10567022629420625,1,F007,wheat_punjab,0.37857142857142856,77.63,131.7,282.89,287.14,147.91
2023-12-31,11.966413142857144,0.7410049400000001,87.32889371428573,0.9345139885714285,0.3335745499862671,0.24980055130320114,0.09917605205637287,0,F007,wheat_punjab,0.42857142857142855,77.63,131.7,282.89,287.14,147.91
2024-01-07,8.628709914285714,0.317573545,94.45363057142858,0.9632463271428572,0.2609839564489651,0.2270789794399083,0.09268187781853948,0,F007,wheat_punjab,0.47857142857142854,77.63,131.7,282.89,287.14,147.91
2024-01-14,7.904728528571428,0.472068783,91.67224314285714,0.9211489657142857,0.1883933629116631,0.20435740757661544,0.08618770358070608,0,F007,wheat_punjab,0.5285714285714286,77.63,131.7,282.89,287.14,147.91
2024-01-21,9.014011885714286,0.5779266319999999,89.61353071428572,0.9511979771428571,0.1158027693743611,0.1816358357133226,0.0796935293428727,1,F007,wheat_punjab,0.5785714285714285,77.63,131.7,282.89,287.14,147.91
2024-01-28,10.2077505,0.9727478209999999,84.49782285714286,1.264468065714286,0.5080276250576292,0.2940605940439115,0.1654753508163202,1,F007,wheat_punjab,0.6285714285714286,77.63,131.7,282.89,287.14,147.91
2024-02-04,13.827300857142857,24.88231626,78.88595071428571,1.1249740128571428,0.5969479046187136,0.3792003903467986,0.2328369995817144,1,F007,wheat_punjab,0.6785714285714286,77.63,131.7,282.89,287.14,147.91
2024-02-11,13.869450071428572,0.0,70.99976885714285,1.5756370471428571,0.5422265636571614,0.38128040988124967,0.2139036611577383,1,F007,wheat_punjab,0.7285714285714285,77.63,131.7,282.89,287.14,147.91
2024-02-18,16.23491985714286,0.0,72.52097914285714,1.9055555,0.5441562931526751,0.3792272910686404,0.2106537345490505,1,F007,wheat_punjab,0.7785714285714286,77.63,131.7,282.89,287.14,147.91
2024-02-25,16.63259442857143,0.7238388099999999,64.20254271428571,2.0967434371428575,0.5575899922546317,0.4293379862107531,0.2406086733242574,1,F007,wheat_punjab,0.8285714285714286,77.63,131.7,282.89,287.14,147.91
2024-03-03,16.693145714285713,24.802208,66.57649714285715,2.526350585714286,0.5647060797685104,0.4309837384694377,0.2391584350687303,0,F007,wheat_punjab,0.8785714285714287,77.63,131.7,282.89,287.14,147.91
2024-03-10,16.421011714285715,1.0213852,61.778616,1.6280984714285716,0.5718221672823892,0.4326294907281224,0.2377081968132032,1,F007,wheat_punjab,0.9285714285714286,77.63,131.7,282.89,287.14,147.91
2024-03-17,19.932869857142858,3.78227233,59.28143071428571,1.5147540385714287,0.5561449290185586,0.4344092369588649,0.2409164334150738,1,F007,wheat_punjab,0.9785714285714286,77.63,131.7,282.89,287.14,147.91
2024-03-24,23.88545442857143,1.22451785,56.18491814285714,1.204492407142857,0.5077364839540998,0.3745579273633539,0.2450825048285288,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-03-31,24.719539285714287,7.15255735,60.95436228571428,1.7070463,0.5306717062991134,0.3799795713370796,0.23390895380495255,0,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-04-07,24.848998857142856,1.2989044,45.30324928571429,1.9120710714285714,0.5536069286441271,0.38540121531080535,0.2227354027813763,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-04-14,25.78187757142857,6.726265146,46.45847042857143,1.4904227857142858,0.4440083669850295,0.2792622468702477,0.1188329751259291,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-04-21,25.193847428571427,49.24392666,56.724508428571426,1.736670237142857,0.34202373575448686,0.20796462159428786,0.02983509747084225,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-04-28,27.088243857142857,14.35375217,46.42494071428571,1.509119355714286,0.3016330820848776,0.19340002077790241,-0.003661679286062227,0,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-05-05,25.861424,36.8042,47.04856242857143,2.4627015142857145,0.2612424284152684,0.178835419961517,-0.0371584560429667,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-05-12,31.916809142857144,0.366210936,41.36292471428572,1.6957738,0.20759091603290555,0.15284597046612164,-0.04919187516472275,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-05-19,33.82180328571429,1.5563965039999998,31.804753142857145,1.8480627,0.1772063945483919,0.1174403490265283,-0.1220438310061406,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-05-26,35.91929414285714,8.268356,33.61267514285714,1.9594039142857143,0.1709078608976666,0.1170577031995972,-0.0927560986817917,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-06-02,36.49881871428572,1.35612491,24.616517285714284,1.7666275714285715,0.1709751297579619,0.1256863943947109,-0.0749179011702858,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-06-09,33.50089814285714,17.0860296,37.41482528571429,2.2069622714285715,0.1721296377495795,0.12552024785945964,-0.0690099464459571,0,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-06-16,36.641457571428575,0.0,28.49230114285714,2.4556858999999998,0.17328414574119716,0.12535410132420835,-0.06310199172162839,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-06-23,34.94361228571429,9.055137616,44.03146171428572,1.8888613657142859,0.1913000308848799,0.1394173594673525,-0.0444286245001876,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-06-30,35.158533999999996,17.629623139,51.85112742857143,1.5889431942857144,0.1788852965944148,0.1268277214690167,-0.0395155882603304,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-07-07,31.871141714285717,61.6464596,73.344608,1.862954362857143,0.1793337965394483,0.16707240238429522,0.08003572450040149,0,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-07-14,32.08572342857143,26.498794353,68.84831785714286,0.9315645499999999,0.1797822964844818,0.2073170832995737,0.1995870372611334,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
2024-07-21,33.84359785714286,3.593444822,65.50137114285714,1.0830315485714286,0.4033141187095341,0.2945492944825668,0.14251918643981445,1,F007,wheat_punjab,1.0,77.63,131.7,282.89,287.14,147.91
