date,temp_c,precip_mm,humidity_pct,wind_speed_ms
2000-01-01,24.128,0.3,70.17,3.511
2000-01-02,24.745,0.22,64.26,3.305
2000-01-03,23.1,5.948,77.64,2.641
2000-01-04,24.496,1.494,65.9,3.456
2000-01-05,24.445,1.458,76.23,3.641
2000-01-06,24.701,1.032,78.21,3.896
2000-01-07,24.171,2.483,78.23,4.043
2000-01-08,24.108,2.391,79.09,4.025
2000-01-09,23.785,7.848,84.41,3.26
2000-01-10,24.107,2.966,85.1,2.856
2000-01-11,23.822,9.113,87.31,2.726
2000-01-12,24.711,1.118,78.83,2.538
2000-01-13,24.303,0.138,78.4,2.18
2000-01-14,24.358,0.071,78.66,1.562
2000-01-15,25.127,0.298,79.01,1.782
2000-01-16,24.722,3.437,85.08,2.828
2000-01-17,24.542,0.444,75.04,3.677
2000-01-18,23.907,0.01,72.13,3.393
2000-01-19,24.23,0.001,72.42,2.843
2000-01-20,23.495,0.0,75.2,1.804
2000-01-21,22.803,0.008,70.07,1.518
2000-01-22,22.575,0.002,72.03,1.633
2000-01-23,22.573,0.002,70.11,1.05
2000-01-24,23.492,0.001,69.59,1.731
2000-01-25,24.064,0.031,70.01,3.026
2000-01-26,23.888,0.063,68.45,3.537
2000-01-27,24.174,0.038,64.84,3.772
2000-01-28,25.3,0.039,68.24,3.839
2000-01-29,25.533,0.615,73.47,3.523
2000-01-30,24.911,0.008,67.7,3.367
2000-01-31,24.398,0.002,68.03,3.104
2000-02-01,23.899,0.003,63.23,2.531
2000-02-02,25.086,0.35,71.63,2.507
2000-02-03,26.131,3.062,76.25,3.362
2000-02-04,24.978,7.081,84.45,1.69
2000-02-05,25.932,0.923,80.34,1.826
2000-02-06,25.936,2.715,79.66,1.617
2000-02-07,26.2,0.747,79.07,1.502
2000-02-08,26.106,1.808,79.56,1.422
2000-02-09,25.551,1.815,82.31,1.254
2000-02-10,25.986,0.837,79.04,1.332
2000-02-11,26.017,0.472,75.69,1.445
2000-02-12,25.854,0.218,73.99,1.494
2000-02-13,25.365,0.014,69.13,2.084
2000-02-14,25.481,0.006,63.51,2.89
2000-02-15,25.807,0.133,63.33,3.328
2000-02-16,26.197,0.01,61.0,2.892
2000-02-17,26.204,0.001,62.78,2.29
2000-02-18,26.764,0.013,65.06,0.748
2000-02-19,27.117,0.081,66.45,0.976
2000-02-20,27.423,0.67,68.06,1.146
2000-02-21,27.803,0.43,66.1,1.675
2000-02-22,27.152,1.52,72.21,1.879
2000-02-23,26.829,2.852,74.25,1.689
2000-02-24,26.284,5.769,78.63,1.139
2000-02-25,26.406,6.589,78.81,0.719
2000-02-26,25.993,4.015,80.47,1.203
2000-02-27,25.381,8.712,82.78,2.055
2000-02-28,25.025,5.633,83.98,2.917
2000-02-29,26.142,0.103,65.39,3.969
2000-03-01,25.591,0.001,63.79,3.018
2000-03-02,25.457,0.0,62.27,1.889
2000-03-03,25.822,0.001,62.24,1.167
2000-03-04,26.405,0.005,61.81,1.169
2000-03-05,25.792,0.03,64.89,1.636
2000-03-06,26.463,0.019,58.44,0.738
2000-03-07,27.995,0.14,63.35,0.882
2000-03-08,28.581,0.509,66.54,0.878
2000-03-09,28.611,0.969,69.72,0.797
2000-03-10,28.484,0.17,66.53,1.396
2000-03-11,28.314,0.209,62.5,1.386
2000-03-12,28.668,0.045,61.16,1.34
2000-03-13,29.36,0.001,56.16,1.447
2000-03-14,29.291,0.027,59.66,1.664
2000-03-15,29.541,0.027,57.76,1.28
2000-03-16,29.078,0.127,59.29,1.596
2000-03-17,29.186,0.003,53.61,1.402
2000-03-18,29.005,0.086,54.77,1.472
2000-03-19,28.479,0.324,52.24,1.253
2000-03-20,28.742,0.0,49.74,1.8
2000-03-21,28.229,0.002,56.91,2.23
2000-03-22,28.362,0.007,56.35,2.693
2000-03-23,29.132,0.513,56.56,2.258
2000-03-24,27.706,1.784,71.54,2.458
2000-03-25,29.047,0.211,57.17,2.627
2000-03-26,29.147,0.147,57.42,2.662
2000-03-27,27.983,3.959,70.6,2.165
2000-03-28,28.408,0.855,67.5,2.3
2000-03-29,29.258,0.062,61.01,2.636
2000-03-30,29.067,0.002,54.27,1.131
2000-03-31,30.521,0.0,47.33,0.562
2000-04-01,29.463,1.587,52.77,1.409
2000-04-02,28.593,4.228,67.48,0.32
2000-04-03,29.26,4.425,67.82,0.839
2000-04-04,29.242,2.009,66.98,0.499
2000-04-05,29.101,2.587,67.92,1.473
2000-04-06,28.449,6.705,72.23,1.384
2000-04-07,27.807,7.136,75.34,1.394
2000-04-08,28.971,0.183,68.54,0.767
2000-04-09,29.957,0.017,63.94,1.258
2000-04-10,30.141,0.043,63.56,1.181
2000-04-11,30.238,0.018,62.06,1.669
2000-04-12,30.816,0.001,59.19,1.464
2000-04-13,31.239,0.056,56.21,1.944
