date,temp_c,precip_mm,humidity_pct,wind_speed_ms
2019-01-01,22.192,0.0,56.13,2.159
2019-01-02,21.617,0.001,55.99,2.29
2019-01-03,22.531,0.0,51.12,2.124
2019-01-04,22.355,0.001,51.22,2.539
2019-01-05,22.54,0.0,54.6,2.07
2019-01-06,22.909,0.002,55.44,2.178
2019-01-07,23.423,0.003,52.61,1.708
2019-01-08,23.784,0.002,46.31,1.948
2019-01-09,23.524,0.0,38.07,2.058
2019-01-10,23.461,0.001,44.49,2.081
2019-01-11,23.584,0.002,51.12,1.822
2019-01-12,23.722,0.0,52.95,2.152
2019-01-13,23.861,0.001,49.99,1.962
2019-01-14,24.034,0.001,55.03,2.132
2019-01-15,23.838,0.0,42.67,1.949
2019-01-16,23.475,0.001,42.48,2.029
2019-01-17,23.581,0.001,52.21,2.176
2019-01-18,23.482,0.004,53.0,2.224
2019-01-19,23.724,0.002,49.02,1.971
2019-01-20,23.498,0.001,40.58,2.206
2019-01-21,23.513,0.002,42.51,1.853
2019-01-22,23.929,0.0,45.5,1.423
2019-01-23,24.657,0.012,52.99,1.602
2019-01-24,25.335,0.013,54.45,1.716
2019-01-25,25.249,0.499,60.51,1.019
2019-01-26,25.965,0.764,60.51,1.313
2019-01-27,25.592,1.75,62.84,1.434
2019-01-28,25.29,2.476,63.37,1.397
2019-01-29,24.665,1.437,61.41,1.898
2019-01-30,24.871,0.27,56.97,2.445
2019-01-31,24.409,0.046,56.69,2.506
2019-02-01,24.303,0.125,56.07,1.87
2019-02-02,25.006,0.029,53.73,1.827
2019-02-03,25.671,0.007,51.76,2.315
2019-02-04,26.072,0.013,56.51,2.611
2019-02-05,25.49,0.105,62.62,1.967
2019-02-06,26.738,0.022,50.49,2.139
2019-02-07,27.199,0.216,50.69,2.104
2019-02-08,27.528,0.019,53.82,1.37
2019-02-09,26.842,1.893,64.61,1.101
2019-02-10,27.26,1.197,57.61,2.342
2019-02-11,26.49,0.279,56.58,3.223
2019-02-12,26.036,0.05,53.61,3.411
2019-02-13,26.213,0.0,49.48,2.708
2019-02-14,27.085,0.023,51.58,2.408
2019-02-15,27.544,0.301,56.79,1.674
2019-02-16,28.366,0.361,53.48,0.533
2019-02-17,28.901,0.833,52.22,1.216
2019-02-18,28.949,0.327,49.31,0.358
2019-02-19,28.598,0.446,56.36,2.513
2019-02-20,27.735,0.13,52.85,3.246
2019-02-21,27.001,0.002,43.67,2.771
2019-02-22,26.768,0.002,34.29,2.756
2019-02-23,27.493,0.003,29.79,2.617
2019-02-24,27.917,0.002,33.01,2.403
2019-02-25,27.865,0.001,32.86,1.387
2019-02-26,28.495,0.043,43.68,0.661
2019-02-27,28.646,0.096,51.68,1.544
2019-02-28,28.456,1.2,51.6,0.927
2019-03-01,29.228,0.741,50.53,2.249
2019-03-02,28.383,0.288,51.28,2.67
2019-03-03,28.47,0.001,47.25,1.775
2019-03-04,28.928,0.028,50.28,0.382
2019-03-05,29.492,0.069,49.76,1.36
2019-03-06,29.808,0.059,49.16,1.563
2019-03-07,31.008,0.03,44.5,0.787
2019-03-08,29.459,0.142,53.36,1.994
2019-03-09,29.028,2.078,53.68,0.2
2019-03-10,29.939,0.126,46.91,1.406
2019-03-11,29.551,0.012,40.45,2.072
2019-03-12,28.993,0.0,35.51,2.423
2019-03-13,28.621,0.0,35.59,2.763
2019-03-14,28.778,0.001,32.9,2.671
2019-03-15,28.851,0.003,32.5,2.667
2019-03-16,28.236,0.002,38.57,2.254
2019-03-17,28.3,0.0,40.27,2.231
2019-03-18,29.059,0.018,43.33,1.607
2019-03-19,29.449,0.024,43.89,1.43
2019-03-20,29.521,0.058,42.1,1.509
2019-03-21,29.393,0.008,37.95,1.623
2019-03-22,29.821,0.013,41.69,1.358
2019-03-23,30.406,0.004,41.4,0.533
2019-03-24,30.862,0.001,38.97,1.46
2019-03-25,30.348,0.003,35.51,2.3
2019-03-26,29.995,0.002,33.63,2.068
2019-03-27,29.81,0.014,28.16,1.187
2019-03-28,30.401,0.007,35.29,0.76
2019-03-29,31.02,0.003,37.42,0.399
2019-03-30,30.763,0.053,41.14,0.431
2019-03-31,30.6,0.074,42.46,1.119
