date,temp_c,precip_mm,humidity_pct,wind_speed_ms
2019-01-01,22.009,0.006,63.34,2.603
2019-01-02,22.458,0.059,66.11,2.403
2019-01-03,22.715,0.003,65.76,2.35
2019-01-04,22.802,0.009,65.88,2.601
2019-01-05,22.95,0.004,66.57,2.449
2019-01-06,23.019,0.002,64.31,2.386
2019-01-07,23.552,0.004,67.53,1.828
2019-01-08,23.369,0.001,58.14,2.216
2019-01-09,23.012,0.001,58.91,1.789
2019-01-10,23.282,0.012,65.0,2.068
2019-01-11,23.542,0.003,66.25,2.202
2019-01-12,23.325,0.0,64.61,2.36
2019-01-13,23.69,0.001,64.98,2.311
2019-01-14,23.468,0.002,62.67,2.528
2019-01-15,23.106,0.001,62.55,2.491
2019-01-16,23.549,0.001,63.8,2.358
2019-01-17,23.555,0.023,68.04,2.035
2019-01-18,23.457,0.008,66.31,2.3
2019-01-19,23.234,0.002,64.5,2.343
2019-01-20,23.205,0.001,62.93,2.226
2019-01-21,22.844,0.002,66.21,1.679
2019-01-22,23.544,0.011,67.47,1.23
2019-01-23,24.336,0.018,69.5,1.468
2019-01-24,24.796,0.032,70.26,1.609
2019-01-25,25.634,0.509,72.62,1.341
2019-01-26,25.478,1.29,76.18,1.629
2019-01-27,25.048,0.861,73.93,1.816
2019-01-28,25.103,0.338,67.61,2.316
2019-01-29,25.076,0.215,65.75,3.023
2019-01-30,24.623,0.3,69.5,2.961
2019-01-31,24.29,0.443,68.81,2.67
2019-02-01,24.658,0.018,64.94,2.097
2019-02-02,24.889,0.003,64.8,1.853
2019-02-03,25.463,0.01,63.91,2.545
2019-02-04,25.591,0.197,70.76,3.012
2019-02-05,25.694,0.011,66.31,2.729
2019-02-06,25.646,0.001,62.63,1.814
2019-02-07,25.99,0.006,66.86,1.453
2019-02-08,26.691,0.036,69.03,1.43
2019-02-09,26.816,0.254,70.98,1.313
2019-02-10,26.942,0.38,70.49,2.171
2019-02-11,26.366,0.126,68.65,3.001
2019-02-12,26.03,0.098,65.0,3.254
2019-02-13,25.775,0.018,62.71,2.799
