date,temp_c,precip_mm,humidity_pct,wind_speed_ms
2000-01-01,24.399,1.376,71.8,4.725
2000-01-02,24.911,1.671,70.56,4.81
2000-01-03,24.731,1.241,72.22,5.339
2000-01-04,24.885,0.621,71.22,4.918
2000-01-05,24.47,5.856,84.03,4.878
2000-01-06,23.939,13.374,89.2,4.716
2000-01-07,24.04,19.196,87.3,5.144
2000-01-08,24.185,15.998,85.65,5.093
2000-01-09,23.882,16.699,89.35,3.892
2000-01-10,24.156,5.848,89.89,2.844
2000-01-11,24.31,10.368,87.34,3.864
2000-01-12,24.781,1.076,80.61,3.627
2000-01-13,24.528,0.544,80.83,3.123
2000-01-14,24.652,0.267,81.06,2.12
2000-01-15,25.043,0.373,81.85,2.199
2000-01-16,24.971,1.589,85.4,3.436
2000-01-17,24.771,0.115,78.02,4.659
2000-01-18,24.723,0.039,74.29,4.514
2000-01-19,24.643,0.043,77.04,3.293
2000-01-20,23.567,0.001,77.48,2.009
2000-01-21,22.837,0.003,76.33,1.667
2000-01-22,22.789,0.005,74.53,1.855
2000-01-23,22.785,0.003,74.23,1.51
2000-01-24,23.897,0.002,75.88,2.15
2000-01-25,24.381,0.029,75.21,3.892
2000-01-26,24.306,0.206,73.39,4.288
2000-01-27,24.592,0.035,69.8,4.865
2000-01-28,25.032,1.076,75.91,5.094
2000-01-29,25.354,0.863,79.83,4.692
2000-01-30,24.691,0.02,78.26,3.918
2000-01-31,24.236,0.154,74.92,3.777
2000-02-01,23.751,0.007,70.16,3.199
2000-02-02,24.692,1.092,79.53,3.352
2000-02-03,25.499,4.223,84.66,4.078
2000-02-04,25.022,3.885,87.68,2.111
2000-02-05,25.589,1.254,83.38,2.486
2000-02-06,25.912,2.058,81.31,2.586
2000-02-07,26.016,0.649,84.01,2.27
2000-02-08,25.787,1.462,84.8,3.001
2000-02-09,25.626,0.986,80.01,2.666
2000-02-10,25.706,0.206,77.91,2.6
2000-02-11,25.626,0.148,78.43,2.689
2000-02-12,25.503,0.153,77.9,2.291
2000-02-13,25.164,0.003,74.96,2.416
2000-02-14,25.689,0.036,67.87,3.585
2000-02-15,26.159,0.348,67.5,4.311
2000-02-16,26.179,0.138,67.3,3.83
2000-02-17,26.067,0.001,69.5,2.964
2000-02-18,26.351,0.002,74.57,1.903
2000-02-19,26.48,0.126,74.04,1.89
2000-02-20,26.6,0.632,77.29,1.791
2000-02-21,26.719,0.782,78.15,2.015
2000-02-22,26.218,2.189,81.74,2.21
2000-02-23,26.176,2.216,81.57,2.281
2000-02-24,25.318,10.822,86.38,1.62
2000-02-25,25.707,5.548,84.88,1.568
2000-02-26,25.46,8.729,85.86,1.67
2000-02-27,25.472,12.403,85.81,3.014
2000-02-28,26.126,5.307,80.23,4.362
2000-02-29,26.171,0.382,70.02,4.923
2000-03-01,25.264,0.002,70.25,3.549
2000-03-02,25.03,0.001,72.99,2.456
2000-03-03,25.07,0.001,75.05,1.419
2000-03-04,25.552,0.005,77.42,1.174
2000-03-05,24.972,0.039,76.73,1.86
2000-03-06,25.386,0.018,76.77,1.151
2000-03-07,26.669,0.127,76.8,1.215
2000-03-08,27.312,1.209,80.62,1.66
