date,temp_c,precip_mm,humidity_pct,wind_speed_ms
2019-01-01,20.109,0.014,71.96,0.911
2019-01-02,19.251,0.008,65.1,0.976
2019-01-03,20.0,0.006,63.05,0.905
2019-01-04,19.636,0.001,61.6,1.189
2019-01-05,19.978,0.0,64.04,0.656
2019-01-06,20.191,0.018,68.36,0.744
2019-01-07,20.528,0.011,65.84,0.404
2019-01-08,21.255,0.001,62.94,0.701
2019-01-09,21.135,0.0,48.15,0.737
2019-01-10,21.119,0.002,52.88,0.613
2019-01-11,21.766,0.005,62.35,0.513
2019-01-12,21.478,0.0,62.54,0.705
2019-01-13,21.775,0.001,58.37,0.641
2019-01-14,22.184,0.003,67.26,0.823
2019-01-15,21.98,-0.0,58.68,0.737
2019-01-16,21.681,0.001,51.83,0.821
2019-01-17,21.091,0.018,62.55,0.897
2019-01-18,21.154,0.004,62.72,0.824
2019-01-19,21.303,0.001,57.62,0.647
2019-01-20,20.967,0.001,51.75,0.914
2019-01-21,21.138,0.002,46.59,0.325
2019-01-22,21.641,0.0,56.62,0.327
2019-01-23,22.23,0.002,61.34,0.486
2019-01-24,22.763,0.025,63.34,0.525
2019-01-25,22.854,0.747,68.59,0.609
2019-01-26,23.434,0.902,67.67,0.641
2019-01-27,23.147,1.707,70.19,0.786
2019-01-28,22.721,7.154,76.99,0.665
2019-01-29,21.777,3.178,76.05,0.973
2019-01-30,22.234,0.295,68.07,1.166
2019-01-31,22.061,0.072,63.61,1.139
2019-02-01,22.317,0.12,61.17,0.797
2019-02-02,23.143,0.031,61.68,0.743
2019-02-03,23.161,0.012,62.62,0.984
2019-02-04,23.155,0.147,67.79,1.196
2019-02-05,22.498,0.694,77.57,0.919
2019-02-06,23.906,0.033,65.03,0.846
2019-02-07,24.463,0.079,62.22,0.8
2019-02-08,24.821,0.154,63.22,0.73
2019-02-09,23.758,3.715,75.46,0.575
2019-02-10,23.688,2.646,75.99,0.862
2019-02-11,23.376,0.254,66.4,1.69
2019-02-12,23.084,0.153,62.98,1.957
2019-02-13,23.694,0.0,56.68,1.425
2019-02-14,24.138,0.069,60.8,0.958
2019-02-15,24.621,0.654,66.05,0.637
2019-02-16,25.361,1.08,64.6,0.537
2019-02-17,25.708,1.36,65.84,0.295
2019-02-18,25.763,1.519,65.19,0.446
2019-02-19,25.24,1.331,69.57,1.034
2019-02-20,24.409,0.095,63.71,1.446
2019-02-21,24.424,0.006,50.37,1.222
2019-02-22,24.406,0.002,44.84,1.3
2019-02-23,24.932,0.003,37.99,1.242
2019-02-24,25.311,0.002,37.9,0.992
2019-02-25,26.016,0.009,35.84,0.441
2019-02-26,26.287,0.348,45.37,0.392
2019-02-27,25.911,0.288,57.5,0.366
2019-02-28,26.018,1.769,60.15,0.189
2019-03-01,26.189,1.596,62.03,0.993
2019-03-02,25.356,0.25,61.08,1.033
2019-03-03,25.871,0.012,53.07,0.83
2019-03-04,26.214,0.224,57.47,0.571
2019-03-05,27.276,0.15,50.41,0.295
2019-03-06,27.764,0.103,50.2,0.262
2019-03-07,28.479,0.123,48.41,0.533
2019-03-08,27.633,0.76,52.28,0.471
2019-03-09,26.206,3.174,60.43,0.398
2019-03-10,26.829,0.257,54.43,0.98
2019-03-11,26.962,0.019,42.88,0.935
2019-03-12,26.443,0.0,37.68,1.046
2019-03-13,26.095,0.003,42.2,1.144
2019-03-14,26.37,0.001,36.1,1.203
2019-03-15,26.231,0.003,39.44,1.191
2019-03-16,26.11,0.004,43.21,0.89
2019-03-17,25.92,0.126,50.93,0.96
2019-03-18,26.618,0.173,51.5,0.809
2019-03-19,27.089,0.015,47.28,0.803
2019-03-20,26.952,0.081,46.11,0.95
2019-03-21,27.199,0.009,39.41,0.853
2019-03-22,27.653,0.02,45.03,0.851
2019-03-23,28.18,0.124,44.59,0.658
2019-03-24,28.281,0.093,41.08,0.961
2019-03-25,27.998,0.007,37.3,1.121
2019-03-26,27.641,0.006,32.8,0.933
2019-03-27,27.976,0.096,29.27,0.487
2019-03-28,28.096,0.061,34.51,0.557
2019-03-29,28.444,0.139,33.41,0.513
2019-03-30,28.13,0.244,37.07,0.468
2019-03-31,28.214,0.275,40.6,0.29
2019-04-01,28.712,0.157,39.32,0.46
2019-04-02,28.383,0.144,41.55,0.655
2019-04-03,28.128,0.171,44.69,1.139
2019-04-04,27.568,0.126,46.2,0.804
2019-04-05,28.011,0.097,43.91,0.634
2019-04-06,28.305,0.246,42.51,0.497
2019-04-07,28.73,0.132,40.35,0.519
2019-04-08,28.295,0.429,46.62,0.531
2019-04-09,28.78,0.654,48.53,0.657
2019-04-10,29.053,0.284,43.47,0.847
2019-04-11,29.179,0.28,40.63,0.619
2019-04-12,29.44,0.144,39.11,0.779
2019-04-13,29.227,0.1,40.28,0.952
2019-04-14,28.859,0.048,44.7,1.011
2019-04-15,28.905,0.197,41.09,0.66
2019-04-16,29.164,1.783,44.92,0.654
2019-04-17,26.771,5.004,64.96,0.289
2019-04-18,27.609,4.613,61.28,0.53
2019-04-19,26.95,6.449,65.06,0.467
2019-04-20,25.841,9.993,71.83,0.409
2019-04-21,26.459,1.401,63.88,0.254
2019-04-22,27.54,2.806,58.96,0.578
2019-04-23,26.39,3.924,65.24,0.394
2019-04-24,27.672,0.461,55.63,0.822
2019-04-25,28.1,0.281,53.48,0.695
2019-04-26,28.873,0.264,48.2,0.445
2019-04-27,29.407,0.36,45.47,0.681
2019-04-28,29.539,0.587,44.15,0.606
2019-04-29,28.973,2.32,49.08,0.117
2019-04-30,27.231,1.577,66.3,1.608
2019-05-01,26.949,0.907,68.56,1.907
2019-05-02,27.446,0.97,64.18,1.796
2019-05-03,27.351,0.334,57.38,1.837
2019-05-04,27.858,0.294,54.29,1.111
2019-05-05,28.059,0.841,56.06,0.708
2019-05-06,28.652,2.77,55.08,0.582
2019-05-07,27.235,3.503,65.26,1.46
2019-05-08,26.912,2.065,63.5,1.383
2019-05-09,26.475,6.145,71.35,1.222
2019-05-10,28.58,2.452,56.01,0.239
2019-05-11,28.479,2.058,57.07,0.508
2019-05-12,28.739,1.879,54.58,0.459
2019-05-13,27.735,1.838,61.26,1.08
2019-05-14,27.004,5.059,67.32,1.156
2019-05-15,27.042,4.741,68.42,0.833
2019-05-16,27.616,2.604,64.34,0.772
2019-05-17,27.563,3.254,63.6,0.633
2019-05-18,28.854,0.641,52.74,0.161
2019-05-19,29.289,0.481,49.69,0.327
2019-05-20,29.43,0.81,46.22,0.447
2019-05-21,28.98,0.827,49.15,0.231
2019-05-22,28.89,0.817,52.74,0.269
2019-05-23,28.2,1.815,57.88,0.431
2019-05-24,26.972,2.696,65.09,0.827
2019-05-25,27.55,1.109,64.36,0.981
2019-05-26,28.334,1.033,60.99,1.026
2019-05-27,28.745,1.647,59.26,0.437
2019-05-28,29.124,1.688,57.17,0.473
