date,mean_ndvi,mean_evi,mean_ndwi,cloud_cover_pct
2019-01-01,0.63910273121093,0.4342416597218391,0.2659327009733082,19.03
2019-01-08,0.6816959112607414,0.3971398491010682,0.2482379140232712,2.38
2019-01-09,0.5261767651471355,0.3422909117354795,0.1219405673638935,4.0
2019-01-16,0.5757079131300298,0.298185479845779,0.2321422138086059,14.0
2019-01-17,0.5389857388833831,0.3701821993103259,0.1872516482217672,1.9
2019-01-24,0.6199079701782078,0.3382516695561474,0.1967101865743626,5.93
2019-01-25,0.4622983480006167,0.3104081049579434,0.098970467269195,19.0
2019-02-01,0.5653826633748594,0.3262612604141245,0.1762620341106623,7.0
2019-02-02,0.5322038436362385,0.3614112813196006,0.1825110324181376,11.13
2019-02-09,0.5302017462248441,0.3344099792117697,0.148598659364234,49.97
2019-02-10,0.3652578925701496,0.2607228832869449,0.06526649314884,67.0
2019-02-17,0.5317758220855306,0.2974068630439788,0.1410225460414473,20.0
2019-02-18,0.5019109571714742,0.3406487390057847,0.1471885101077575,1.19
2019-02-25,0.5634658453156562,0.313951053541154,0.1313185406750252,2.18
2019-02-26,0.3926285677065421,0.2623821529448608,0.0271806579414553,14.0
2019-03-05,0.5176794377026298,0.3044727048448866,0.10893049711122,16.0
2019-03-06,0.4729506322968289,0.3296654955015779,0.1354566405935357,6.81
2019-03-13,0.5672449282691762,0.3264088778857005,0.1340411197905566,8.03
2019-03-21,0.5238024879724401,0.3056859333918323,0.102221524008819,7.0
2019-03-22,0.5146633230155547,0.3424629069935065,0.1444008696811069,25.79
2019-03-29,0.5410790118223416,0.3077740455681906,0.105045453657404,7.98
2019-03-30,0.306469572205666,0.2006591115619272,-0.0428394604969346,1.0
2019-04-06,0.5073056631651471,0.3105278957683368,0.1079888661870694,9.0
2019-04-07,0.5980798774390732,0.404661639934867,0.2389703857023829,13.01
2019-04-14,0.5324492312155631,0.3090866367553454,0.108477812878838,10.4
2019-04-23,0.2989957095941861,0.1734142745776714,0.0724919622661342,45.44
2019-04-30,0.4485332717749779,0.2647595082432577,-0.0097305735285996,36.87
2019-05-09,0.5130927493251606,0.3557083694761488,0.204007391244604,18.03
2019-05-16,0.5471357492757218,0.3291558451580072,0.1419764953526583,27.74
2019-05-17,0.3075861281899731,0.210179980560981,-0.0321951764966226,6.0
2019-05-25,0.3615622973506588,0.2393701925026634,0.0167433110084838,42.13
2019-06-01,0.6082767703764093,0.3792691479049781,0.184698062702153,16.07
2019-06-09,0.3925259543349718,0.1964188050960065,0.1133206139743996,69.0
2019-06-25,0.5727871549649464,0.4014177989836068,0.2375716355892197,48.0
2019-06-26,0.3156561649392748,0.2171041777012498,0.0535944619966488,64.7
2019-07-12,0.6550447148309896,0.4790640902780724,0.3017356885066903,14.01
2019-07-28,0.6032589829874011,0.2810841377614231,0.3121093634528086,6.21
2019-08-13,0.2610873174283217,0.171845536907871,-0.0353970468619188,61.5
2019-08-20,0.6624818285835699,0.4308707753607927,0.257881039535959,36.2
2019-08-29,0.2956280903599362,0.2004174331524319,-0.0266130236194136,33.44
2019-09-13,0.4455569292017118,0.3431766413692324,0.1218674796095165,66.0
2019-09-14,0.3264989718252366,0.217278698370324,0.0378015622260188,40.12
2019-09-21,0.680044945584565,0.4193548602123472,0.3046494443797872,38.53
2019-09-22,0.2824708928775127,0.2011841898963577,-0.0195463959770313,11.0
2019-09-29,0.3803745158155996,0.3619748713034105,0.2005827076461905,22.0
2019-09-30,0.1591025352254559,0.2540534974639817,0.1017754030062029,27.71
2019-10-07,0.7705834042865369,0.4900694752386885,0.3724779012627074,66.07
2019-10-08,0.3598082544957286,0.2536254023858141,0.047847933984728,53.0
2019-10-16,0.265995116117715,0.3017730455302108,0.2438218700544344,30.67
2019-11-01,0.8299957339092754,0.5881872546698597,0.4655204439594259,45.31
2019-11-08,0.7549229246539308,0.4609662484158824,0.3485827819861203,14.39
2019-11-09,0.5704416896263033,0.4091048289833215,0.2430995471909679,25.0
2019-11-17,0.6637340999164282,0.4534162345247611,0.3197703636607202,60.36
2019-11-24,0.796178483324916,0.4784861367207407,0.3741366645591794,11.25
2019-12-10,0.7773368533676751,0.4852155627540381,0.3423872935286361,2.1
2019-12-11,0.4528534018678837,0.4431348737598982,0.2363950331133185,61.0
2019-12-18,0.5478150499938508,0.4787870369334554,0.3009274560833347,70.0
2019-12-19,0.6582895085502046,0.4563091475886582,0.2501846857089113,67.93
2019-12-26,0.7403920997360217,0.3871945188990822,0.318149825551298,1.05
2019-12-27,0.5756611561480575,0.4406448939139744,0.2644892866568583,27.0
2024-01-03,0.5313455767167076,0.4284253619254515,0.289068053725856,36.0
2024-01-06,0.7358483282635585,0.3520434870765885,0.3045647627574286,46.47
2024-01-07,0.641709054273855,0.4141318109124104,0.2686947057311174,63.23
2024-01-13,0.662181481021241,0.458788743370485,0.3468387167690926,4.0
2024-01-14,0.7202904592095651,0.4289531146613635,0.2979233630398975,0.42
